oneTeam,url,two,twoTeam,one
"Gangplank,Camille,Aatrox,Ezreal,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3391270255&summonerId=64250795&gameTime=1540129345,(Blue Team),"Ryze,Nocturne,Malzahar,Xayah,Thresh",(Red Team)
"Sion,Camille,Syndra,Lucian,Braum",http://www.op.gg/summoner/matches/ajax/detail/gameId=3379037438&summonerId=64250795&gameTime=1539326388,(Red Team),"Jax,Xin Zhao,Ryze,Tristana,Thresh",(Blue Team)
"Aatrox,Xin Zhao,LeBlanc,Lucian,Nautilus",http://www.op.gg/summoner/matches/ajax/detail/gameId=3385483872&summonerId=64250795&gameTime=1539752443,(Red Team),"Poppy,Taliyah,Fizz,Tristana,Thresh",(Blue Team)
"Gragas,Ryze,Fiddlesticks,Lucian,Irelia",http://www.op.gg/summoner/matches/ajax/detail/gameId=3374345723&summonerId=64250795&gameTime=1538978485,(Blue Team),"Urgot,Tristana,Taliyah,Aatrox,Alistar",(Red Team)
"Sion,Lee Sin,LeBlanc,Kai'Sa,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3374330528&summonerId=64250795&gameTime=1538976310,(Blue Team),"Urgot,Evelynn,Zoe,Xayah,Gragas",(Red Team)
"Aatrox,Gragas,Aurelion Sol,Lucian,Braum",http://www.op.gg/summoner/matches/ajax/detail/gameId=3379573781&summonerId=64250795&gameTime=1539342438,(Red Team),"Renekton,Taliyah,Ryze,Xayah,Rakan",(Blue Team)
"Urgot,Gragas,Yasuo,Kai'Sa,Shen",http://www.op.gg/summoner/matches/ajax/detail/gameId=3369619200&summonerId=64250795&gameTime=1538672553,(Blue Team),"Ornn,Evelynn,Twisted Fate,Tristana,Thresh",(Red Team)
"Jax,Gragas,Irelia,Xayah,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3378877925&summonerId=64250795&gameTime=1539284257,(Blue Team),"Ryze,Lee Sin,LeBlanc,Kai'Sa,Braum",(Red Team)
"Urgot,Gragas,Twisted Fate,Kog'Maw,Braum",http://www.op.gg/summoner/matches/ajax/detail/gameId=3371290443&summonerId=64250795&gameTime=1538803994,(Red Team),"Renekton,Nidalee,Irelia,Lucian,Alistar",(Blue Team)
"Aatrox,Xin Zhao,Kassadin,Lucian,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3385466569&summonerId=64250795&gameTime=1539754228,(Blue Team),"Maokai,Gragas,Ekko,Yasuo,Janna",(Red Team)
"Fiora,Gragas,Irelia,Ezreal,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3367779125&summonerId=64250795&gameTime=1538550292,(Blue Team),"Aatrox,Taliyah,Lissandra,Lucian,Rakan",(Red Team)
"Gragas,Olaf,Darius,Heimerdinger,Karthus",http://www.op.gg/summoner/matches/ajax/detail/gameId=3367772426&summonerId=64250795&gameTime=1538547776,(Blue Team),"Ryze,Poppy,Alistar,Vladimir,Kindred",(Red Team)
"Evelynn,Lucian,Irelia,Alistar,Urgot",http://www.op.gg/summoner/matches/ajax/detail/gameId=3366401610&summonerId=64250795&gameTime=1538464080,(Blue Team),"Gragas,Xin Zhao,Swain,Kai'Sa,Viktor",(Red Team)
"Kai'Sa,Jax,Fizz,Skarner,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3366342572&summonerId=64250795&gameTime=1538460384,(Red Team),"Kennen,Syndra,Nidalee,Thresh,Jinx",(Blue Team)
"Thresh,Olaf,Kai'Sa,Jayce,LeBlanc",http://www.op.gg/summoner/matches/ajax/detail/gameId=3366323083&summonerId=64250795&gameTime=1538454723,(Red Team),"Gragas,Xayah,Lulu,Irelia,Tahm Kench",(Blue Team)
"Gangplank,Camille,Galio,Jhin,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3365485575&summonerId=64250795&gameTime=1538390861,(Blue Team),"Jax,Taliyah,Twisted Fate,Yasuo,Alistar",(Red Team)
"Lissandra,Gragas,Talon,Kai'Sa,Nautilus",http://www.op.gg/summoner/matches/ajax/detail/gameId=3391034198&summonerId=36990696&gameTime=1540119563,(Red Team),"Kassadin,Zac,Sion,Yasuo,Rakan",(Blue Team)
"Sion,Nidalee,LeBlanc,Xayah,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3388270134&summonerId=36990696&gameTime=1539958617,(Red Team),"Urgot,Taliyah,Kassadin,Ezreal,Alistar",(Blue Team)
"Yasuo,Gragas,Lissandra,Xayah,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3386986398&summonerId=36990696&gameTime=1539868644,(Blue Team),"Lee Sin,Zoe,Aatrox,Pyke,Kai'Sa",(Red Team)
"Alistar,Lucian,Fiora,Lee Sin,Vladimir",http://www.op.gg/summoner/matches/ajax/detail/gameId=3366522780&summonerId=64250795&gameTime=1538473185,(Blue Team),"Irelia,Ezreal,Nidalee,Aatrox,Tahm Kench",(Red Team)
"Lucian,Irelia,Skarner,Gragas,Urgot",http://www.op.gg/summoner/matches/ajax/detail/gameId=3366366650&summonerId=64250795&gameTime=1538462492,(Red Team),"Darius,Lulu,Kai'Sa,Graves,LeBlanc",(Blue Team)
"Kayn,Aurelion Sol,Xayah,Urgot,Ryze",http://www.op.gg/summoner/matches/ajax/detail/gameId=3385989263&summonerId=36990696&gameTime=1539787478,(Red Team),"Zyra,Master Yi,Lissandra,LeBlanc,Vel'Koz",(Blue Team)
"Urgot,Taliyah,Ryze,Lucian,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3385928143&summonerId=36990696&gameTime=1539784651,(Red Team),"Tahm Kench,Xin Zhao,Aatrox,Yasuo,Alistar",(Blue Team)
"Akali,Diana,Camille,Sejuani,Corki",http://www.op.gg/summoner/matches/ajax/detail/gameId=3384795998&summonerId=36990696&gameTime=1539704280,(Red Team),"Cho'Gath,Zilean,Wukong,Fiddlesticks,Brand",(Blue Team)
"Twisted Fate,Kindred,Urgot,Thresh,Lucian",http://www.op.gg/summoner/matches/ajax/detail/gameId=3384494400&summonerId=36990696&gameTime=1539693869,(Red Team),"Ezreal,Darius,LeBlanc,Lee Sin,Alistar",(Blue Team)
"Taliyah,Lux,Kennen,Singed,Viktor",http://www.op.gg/summoner/matches/ajax/detail/gameId=3383982966&summonerId=36990696&gameTime=1539618526,(Red Team),"Veigar,Lee Sin,Sivir,Tristana,Maokai",(Blue Team)
"Skarner,Ryze,Thresh,Volibear,Draven",http://www.op.gg/summoner/matches/ajax/detail/gameId=3383940517&summonerId=36990696&gameTime=1539616493,(Red Team),"Yorick,Lux,Fiddlesticks,Aatrox,Darius",(Blue Team)
"Lucian,Veigar,Urgot,Blitzcrank,Zed",http://www.op.gg/summoner/matches/ajax/detail/gameId=3384818845&summonerId=36990696&gameTime=1539706074,(Red Team),"Gangplank,LeBlanc,Maokai,Brand,Vel'Koz",(Blue Team)
"Xayah,Galio,Camille,Leona,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3388169723&summonerId=36990696&gameTime=1539956404,(Red Team),"Lee Sin,Syndra,Kai'Sa,Rakan,Fiora",(Blue Team)
"Singed,Volibear,Aatrox,Camille,Tristana",http://www.op.gg/summoner/matches/ajax/detail/gameId=3381205708&summonerId=36990696&gameTime=1539436990,(Red Team),"Xin Zhao,Alistar,Quinn,Kai'Sa,Ryze",(Blue Team)
"Malzahar,Aatrox,Taliyah,Rakan,Xayah",http://www.op.gg/summoner/matches/ajax/detail/gameId=3382777603&summonerId=36990696&gameTime=1539526128,(Red Team),"Zed,Rumble,Draven,Gragas,Thresh",(Blue Team)
"Shen,Miss Fortune,Nasus,Sion,Galio",http://www.op.gg/summoner/matches/ajax/detail/gameId=3377808499&summonerId=36990696&gameTime=1539200306,(Blue Team),"Azir,Kog'Maw,Lee Sin,Kalista,Janna",(Red Team)
"Sion,Gragas,Syndra,Kai'Sa,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3382922501&summonerId=36990696&gameTime=1539533382,(Blue Team),"Urgot,Taliyah,Jayce,Ezreal,Rakan",(Red Team)
"Lissandra,Taliyah,Irelia,Kai'Sa,Shen",http://www.op.gg/summoner/matches/ajax/detail/gameId=3377615287&summonerId=36990696&gameTime=1539179166,(Blue Team),"Urgot,Gragas,Vladimir,Xayah,Alistar",(Red Team)
"Camille,Singed,Ezreal,Thresh,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3377577538&summonerId=36990696&gameTime=1539177202,(Red Team),"Xin Zhao,Lucian,Urgot,Syndra,Alistar",(Blue Team)
"Zoe,Vayne,Leona,Ryze,Yasuo",http://www.op.gg/summoner/matches/ajax/detail/gameId=3386004051&summonerId=36990696&gameTime=1539788689,(Blue Team),"Teemo,Soraka,Lulu,Kai'Sa,Maokai",(Red Team)
"Ryze,Camille,Gragas,Jhin,Thresh",http://www.op.gg/summoner/matches/ajax/detail/gameId=3391208277&summonerId=64250795&gameTime=1540126069,(Blue Team),"Jax,Nidalee,LeBlanc,Xayah,Rakan",(Red Team)
"Urgot,Taliyah,LeBlanc,Xayah,Braum",http://www.op.gg/summoner/matches/ajax/detail/gameId=3379694397&summonerId=36990696&gameTime=1539348421,(Blue Team),"Ryze,Gragas,Zoe,Kai'Sa,Pyke",(Red Team)
"Varus,Pyke,Jayce,Taliyah,Akali",http://www.op.gg/summoner/matches/ajax/detail/gameId=3391522696&summonerId=25260179&gameTime=1540148466,(Red Team),"Viktor,Camille,Tahm Kench,Irelia,Kai'Sa",(Blue Team)
"Kled,Taliyah,Aatrox,Ezreal,Thresh",http://www.op.gg/summoner/matches/ajax/detail/gameId=3391543457&summonerId=25260179&gameTime=1540150693,(Blue Team),"Viktor,Lee Sin,Ryze,Tristana,Rakan",(Red Team)
"Master Yi,Sivir,Gnar,Zed,Malzahar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3376806870&summonerId=36990696&gameTime=1539117878,(Blue Team),"Lux,Gangplank,Singed,Caitlyn,Rek'Sai",(Red Team)
"Viktor,Graves,Akali,Jhin,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3391427339&summonerId=25260179&gameTime=1540139753,(Red Team),"Gangplank,Camille,Irelia,Kai'Sa,Alistar",(Blue Team)
"Akali,Xin Zhao,Ryze,Kai'Sa,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3391395118&summonerId=25260179&gameTime=1540134899,(Blue Team),"Sion,Nidalee,Irelia,Xayah,Leona",(Red Team)
"Urgot,Lee Sin,Galio,Kai'Sa,Malzahar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3391329919&summonerId=25260179&gameTime=1540133235,(Red Team),"Camille,Gragas,Irelia,Vayne,Shen",(Blue Team)
"Fiora,Nidalee,Irelia,Lucian,Thresh",http://www.op.gg/summoner/matches/ajax/detail/gameId=3391285756&summonerId=25260179&gameTime=1540129683,(Blue Team),"Urgot,Camille,Nocturne,Kai'Sa,Gragas",(Red Team)
"Urgot,Nidalee,Viktor,Ezreal,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3391249339&summonerId=25260179&gameTime=1540128221,(Red Team),"Irelia,Evelynn,Kassadin,Kai'Sa,Thresh",(Blue Team)
"Camille,Taliyah,Galio,Xayah,Shen",http://www.op.gg/summoner/matches/ajax/detail/gameId=3391230879&summonerId=25260179&gameTime=1540126321,(Blue Team),"Jayce,Olaf,Zoe,Lucian,Rakan",(Red Team)
"Darius,Gragas,Jax,Yasuo,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3391413114&summonerId=25260179&gameTime=1540137287,(Red Team),"Ryze,Camille,Aatrox,Mordekaiser,Alistar",(Blue Team)
"Sion,Taliyah,Aatrox,Xayah,Shen",http://www.op.gg/summoner/matches/ajax/detail/gameId=3391160749&summonerId=25260179&gameTime=1540125119,(Blue Team),"Urgot,Camille,Swain,Kai'Sa,Thresh",(Red Team)
"Fiora,Camille,Karthus,Xayah,Nautilus",http://www.op.gg/summoner/matches/ajax/detail/gameId=3391469763&summonerId=25260179&gameTime=1540147013,(Red Team),"Aatrox,Nocturne,Akali,Lucian,Gragas",(Blue Team)
"Urgot,Xin Zhao,Lissandra,Kalista,Thresh",http://www.op.gg/summoner/matches/ajax/detail/gameId=3391351644&summonerId=25260179&gameTime=1540131583,(Red Team),"Gragas,Camille,Syndra,Kai'Sa,Braum",(Blue Team)
"Alistar,Aatrox,Ezreal,Irelia,Nidalee",http://www.op.gg/summoner/matches/ajax/detail/gameId=3388491339&summonerId=25260179&gameTime=1539972016,(Blue Team),"Taliyah,Akali,Leona,Swain,Darius",(Red Team)
"Poppy,Xin Zhao,Karthus,Kai'Sa,Thresh",http://www.op.gg/summoner/matches/ajax/detail/gameId=3391106262&summonerId=25260179&gameTime=1540123169,(Blue Team),"Aatrox,Lee Sin,Lulu,Swain,Shen",(Red Team)
"Yasuo,Kindred,Viktor,Gragas,Zoe",http://www.op.gg/summoner/matches/ajax/detail/gameId=3388509645&summonerId=25260179&gameTime=1539976642,(Blue Team),"Ryze,Ashe,Nunu & Willump,Morgana,Wukong",(Red Team)
"Thresh,Lucian,Ryze,Xin Zhao,Aatrox",http://www.op.gg/summoner/matches/ajax/detail/gameId=3388306366&summonerId=25260179&gameTime=1539962445,(Blue Team),"Kai'Sa,Tahm Kench,Gragas,Lee Sin,LeBlanc",(Red Team)
"Tristana,Jax,Alistar,Rumble,Taliyah",http://www.op.gg/summoner/matches/ajax/detail/gameId=3366315878&summonerId=64250795&gameTime=1538458073,(Red Team),"Lucian,Jayce,Akali,Lee Sin,Poppy",(Blue Team)
"Camille,Xin Zhao,Ryze,Xayah,Brand",http://www.op.gg/summoner/matches/ajax/detail/gameId=3388365508&summonerId=25260179&gameTime=1539964712,(Blue Team),"Poppy,Nidalee,Kassadin,Kai'Sa,Leona",(Red Team)
"Renekton,Xin Zhao,Akali,Lucian,Leona",http://www.op.gg/summoner/matches/ajax/detail/gameId=3386851155&summonerId=41913808&gameTime=1539862698,(Red Team),"Irelia,Gragas,Malzahar,Xayah,Rakan",(Blue Team)
"Poppy,Gragas,Yasuo,Tristana,Braum",http://www.op.gg/summoner/matches/ajax/detail/gameId=3386252015&summonerId=41913808&gameTime=1539836984,(Blue Team),"Darius,Lee Sin,Ryze,Kai'Sa,Alistar",(Red Team)
"Akali,Lee Sin,Karthus,Yasuo,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3391474263&summonerId=25260179&gameTime=1540143257,(Red Team),"Viktor,Xin Zhao,Aatrox,Kai'Sa,Thresh",(Blue Team)
"Irelia,Gragas,Ekko,Miss Fortune,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3385464946&summonerId=41913808&gameTime=1539753140,(Red Team),"Fiora,Xin Zhao,Swain,Kai'Sa,Rakan",(Blue Team)
"Irelia,Gragas,Ryze,Xayah,Thresh",http://www.op.gg/summoner/matches/ajax/detail/gameId=3388394721&summonerId=25260179&gameTime=1539967011,(Red Team),"Gangplank,Nidalee,Jax,Orianna,Tahm Kench",(Blue Team)
"Gangplank,Camille,Syndra,Lucian,Fiddlesticks",http://www.op.gg/summoner/matches/ajax/detail/gameId=3383975664&summonerId=41913808&gameTime=1539619088,(Red Team),"Ryze,Kindred,Lissandra,Kai'Sa,Poppy",(Blue Team)
"Maokai,Evelynn,Irelia,Ezreal,Lux",http://www.op.gg/summoner/matches/ajax/detail/gameId=3381302476&summonerId=41913808&gameTime=1539441306,(Blue Team),"Nasus,Lee Sin,Yasuo,Lucian,Zilean",(Red Team)
"Renekton,Lee Sin,Yasuo,Ezreal,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3371497176&summonerId=41913808&gameTime=1538808545,(Red Team),"Poppy,Nidalee,Veigar,Xayah,Leona",(Blue Team)
"Camille,Swain,Kalista,Thresh,Jarvan IV",http://www.op.gg/summoner/matches/ajax/detail/gameId=3381152003&summonerId=41913808&gameTime=1539433991,(Blue Team),"Rengar,Irelia,Ryze,Twitch,Morgana",(Red Team)
"Irelia,Aatrox,Elise,Gragas,Lucian",http://www.op.gg/summoner/matches/ajax/detail/gameId=3388486439&summonerId=25260179&gameTime=1539975016,(Blue Team),"LeBlanc,Kindred,Swain,Janna,Sion",(Red Team)
"Poppy,Lee Sin,Yasuo,Xayah,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3371450456&summonerId=41913808&gameTime=1538806531,(Blue Team),"Darius,Nidalee,Twisted Fate,Kai'Sa,Leona",(Red Team)
"Jayce,Taliyah,Irelia,Lucian,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3371253566&summonerId=41913808&gameTime=1538801988,(Red Team),"Aatrox,Nidalee,Karma,Jinx,Nami",(Blue Team)
"Taliyah,Lucian,Gragas,Zoe,Ryze",http://www.op.gg/summoner/matches/ajax/detail/gameId=3370971310&summonerId=41913808&gameTime=1538760136,(Red Team),"Aatrox,Alistar,Tristana,Camille,Akali",(Blue Team)
"Renekton,Nidalee,Irelia,Lucian,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3371290443&summonerId=41913808&gameTime=1538803994,(Blue Team),"Urgot,Gragas,Twisted Fate,Kog'Maw,Braum",(Red Team)
"Nami,Aatrox,Gangplank,Xayah,Xin Zhao",http://www.op.gg/summoner/matches/ajax/detail/gameId=3370838172&summonerId=41913808&gameTime=1538753980,(Red Team),"Akali,Ivern,Taliyah,Janna,Camille",(Blue Team)
"Varus,Syndra,Aatrox,Xin Zhao,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3370905198&summonerId=41913808&gameTime=1538758358,(Blue Team),"Soraka,Akali,Ezreal,Camille,Ryze",(Red Team)
"Poppy,Lee Sin,LeBlanc,Camille,Yasuo",http://www.op.gg/summoner/matches/ajax/detail/gameId=3370865966&summonerId=41913808&gameTime=1538756447,(Blue Team),"Ryze,Urgot,Xin Zhao,Kai'Sa,Alistar",(Red Team)
"Renekton,Taliyah,LeBlanc,Ezreal,Morgana",http://www.op.gg/summoner/matches/ajax/detail/gameId=3370958444&summonerId=41913808&gameTime=1538762376,(Red Team),"Aatrox,Nidalee,Akali,Lucian,Soraka",(Blue Team)
"Xayah,LeBlanc,Leona,Gragas,Jayce",http://www.op.gg/summoner/matches/ajax/detail/gameId=3381100807&summonerId=41913808&gameTime=1539431829,(Blue Team),"Shen,Syndra,Camille,Ezreal,Aatrox",(Red Team)
"Rakan,Irelia,Xayah,Poppy,Xin Zhao",http://www.op.gg/summoner/matches/ajax/detail/gameId=3370801800&summonerId=41913808&gameTime=1538752361,(Blue Team),"Ekko,Rengar,Alistar,Gangplank,Ryze",(Red Team)
"Urgot,Irelia,Jhin,Zyra,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3370724841&summonerId=41913808&gameTime=1538749005,(Blue Team),"Akali,Nidalee,Ezreal,Alistar,Poppy",(Red Team)
"Kai'Sa,Lux,Lee Sin,LeBlanc,Urgot",http://www.op.gg/summoner/matches/ajax/detail/gameId=3385035762&summonerId=41913808&gameTime=1539716866,(Blue Team),"Lucian,Camille,Gragas,Thresh,Aatrox",(Red Team)
"Urgot,Nidalee,Ryze,Vayne,Thresh",http://www.op.gg/summoner/matches/ajax/detail/gameId=3370782306&summonerId=41913808&gameTime=1538750663,(Blue Team),"Jax,Camille,Ekko,Ezreal,Gragas",(Red Team)
"Nunu & Willump,Rumble,Malzahar,Illaoi,Vayne",http://www.op.gg/summoner/matches/ajax/detail/gameId=3391366235&summonerId=57541180&gameTime=1540134579,(Blue Team),"Zilean,Morgana,Jhin,Azir,Rengar",(Red Team)
"Sion,Camille,Swain,Sivir,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3390995416&summonerId=57541180&gameTime=1540117485,(Blue Team),"Urgot,Olaf,Malzahar,Kai'Sa,Nautilus",(Red Team)
"Ryze,Kayn,Kassadin,Kai'Sa,Bard",http://www.op.gg/summoner/matches/ajax/detail/gameId=3389628670&summonerId=57541180&gameTime=1540042423,(Blue Team),"Aatrox,Gragas,Vel'Koz,Yasuo,Braum",(Red Team)
"Akali,Xayah,Caitlyn,Kalista,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3389235623&summonerId=57541180&gameTime=1540030030,(Red Team),"Warwick,Jhin,Morgana,Aurelion Sol,Talon",(Blue Team)
"Gangplank,Heimerdinger,Ahri,Fiora,Brand",http://www.op.gg/summoner/matches/ajax/detail/gameId=3390943668&summonerId=57541180&gameTime=1540113602,(Red Team),"Singed,Azir,Rengar,Malphite,Nautilus",(Blue Team)
"Kassadin,Nunu & Willump,Taliyah,Lee Sin,Twitch",http://www.op.gg/summoner/matches/ajax/detail/gameId=3389260646&summonerId=57541180&gameTime=1540028722,(Red Team),"Zilean,Kayn,Jayce,Elise,Aatrox",(Blue Team)
"Taric,Kha'Zix,Lucian,Vel'Koz,Graves",http://www.op.gg/summoner/matches/ajax/detail/gameId=3387351173&summonerId=57541180&gameTime=1539917513,(Blue Team),"Orianna,Mordekaiser,Ornn,Tristana,Karma",(Red Team)
"Corki,Kai'Sa,Kennen,Yasuo,Ahri",http://www.op.gg/summoner/matches/ajax/detail/gameId=3388501537&summonerId=57541180&gameTime=1539972042,(Red Team),"Lucian,Gragas,Miss Fortune,Caitlyn,Ashe",(Blue Team)
"Singed,Vladimir,Xayah,Graves,Karma",http://www.op.gg/summoner/matches/ajax/detail/gameId=3386101347&summonerId=57541180&gameTime=1539795564,(Blue Team),"Zilean,Hecarim,LeBlanc,Yasuo,Gnar",(Red Team)
"Kayn,Nami,Janna,Twisted Fate,Trundle",http://www.op.gg/summoner/matches/ajax/detail/gameId=3386374617&summonerId=57541180&gameTime=1539848842,(Blue Team),"Lee Sin,Morgana,Amumu,Graves,Pantheon",(Red Team)
"Kindred,Alistar,Zoe,Ekko,Darius",http://www.op.gg/summoner/matches/ajax/detail/gameId=3382955735&summonerId=57541180&gameTime=1539540879,(Blue Team),"Irelia,Ezreal,Gragas,Aatrox,Braum",(Red Team)
"Zyra,Kog'Maw,Lissandra,Zoe,Syndra",http://www.op.gg/summoner/matches/ajax/detail/gameId=3386377457&summonerId=57541180&gameTime=1539850786,(Red Team),"Shaco,Sivir,LeBlanc,Tristana,Ekko",(Blue Team)
"Fizz,Azir,Ryze,Ezreal,Soraka",http://www.op.gg/summoner/matches/ajax/detail/gameId=3388478623&summonerId=57541180&gameTime=1539970547,(Red Team),"Malphite,Nidalee,Tryndamere,Lulu,Alistar",(Blue Team)
"Sivir,Corki,Shaco,Renekton,Maokai",http://www.op.gg/summoner/matches/ajax/detail/gameId=3385834299&summonerId=57541180&gameTime=1539777860,(Red Team),"Zyra,Nunu & Willump,Yasuo,Taliyah,Nidalee",(Blue Team)
"Akali,Camille,Aatrox,Yasuo,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3382931668&summonerId=57541180&gameTime=1539533712,(Blue Team),"Renekton,Gragas,Irelia,Kai'Sa,Shen",(Red Team)
"Heimerdinger,Xerath,Rumble,Kai'Sa,Jinx",http://www.op.gg/summoner/matches/ajax/detail/gameId=3383078922&summonerId=57541180&gameTime=1539575281,(Red Team),"Sona,Zed,Kayle,Vladimir,Lux",(Blue Team)
"Vel'Koz,Brand,Jax,Rakan,Ezreal",http://www.op.gg/summoner/matches/ajax/detail/gameId=3381017571&summonerId=57541180&gameTime=1539429729,(Blue Team),"Singed,Ahri,Kassadin,Galio,Cho'Gath",(Red Team)
"Gangplank,Gragas,Kassadin,Irelia,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3382981743&summonerId=57541180&gameTime=1539538560,(Blue Team),"Darius,Camille,Lissandra,Kai'Sa,Alistar",(Red Team)
"Rakan,Xayah,Taliyah,Viktor,Irelia",http://www.op.gg/summoner/matches/ajax/detail/gameId=3391477343&summonerId=56951349&gameTime=1540144334,(Blue Team),"Kalista,Jax,Xin Zhao,Aurelion Sol,Lulu",(Red Team)
"Nami,Lucian,Elise,Irelia,Kassadin",http://www.op.gg/summoner/matches/ajax/detail/gameId=3391489474&summonerId=56951349&gameTime=1540146280,(Blue Team),"Diana,Lux,Poppy,Ezreal,Xin Zhao",(Red Team)
"Sion,Graves,Ryze,Kai'Sa,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3391422165&summonerId=56951349&gameTime=1540136924,(Blue Team),"Irelia,Nidalee,Lissandra,Lucian,Braum",(Red Team)
"Aatrox,Gragas,Kassadin,Yasuo,Thresh",http://www.op.gg/summoner/matches/ajax/detail/gameId=3382909062&summonerId=57541180&gameTime=1539536521,(Red Team),"Urgot,Nidalee,Lissandra,Cho'Gath,Leona",(Blue Team)
"Akali,Lee Sin,Zoe,Jhin,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3391376232&summonerId=56951349&gameTime=1540135306,(Blue Team),"Urgot,Gragas,Lissandra,Miss Fortune,Alistar",(Red Team)
"Thresh,Soraka,Fiddlesticks,Maokai,Ashe",http://www.op.gg/summoner/matches/ajax/detail/gameId=3381063098&summonerId=57541180&gameTime=1539431135,(Red Team),"Nunu & Willump,Lucian,Nasus,Xerath,Janna",(Blue Team)
"Aatrox,Kindred,Zed,Xayah,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3390954047&summonerId=56951349&gameTime=1540114866,(Blue Team),"Urgot,Xin Zhao,Ekko,Kai'Sa,Tahm Kench",(Red Team)
"Fiora,Jax,Karthus,Lucian,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3390823734&summonerId=56951349&gameTime=1540109648,(Red Team),"Urgot,Nocturne,Talon,Kai'Sa,Bard",(Blue Team)
"Viktor,Xin Zhao,Lissandra,Ezreal,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3391318140&summonerId=56951349&gameTime=1540133323,(Blue Team),"Sion,Lee Sin,LeBlanc,Lucian,Gragas",(Red Team)
"Poppy,Kindred,Ekko,Lucian,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3391261072&summonerId=56951349&gameTime=1540129291,(Blue Team),"Irelia,Taliyah,Aatrox,Jayce,Braum",(Red Team)
"Viktor,Xin Zhao,LeBlanc,Lucian,Braum",http://www.op.gg/summoner/matches/ajax/detail/gameId=3390643257&summonerId=56951349&gameTime=1540107606,(Red Team),"Yasuo,Taliyah,Poppy,Ezreal,Pyke",(Blue Team)
"Ashe,Lucian,Jayce,Malzahar,Zilean",http://www.op.gg/summoner/matches/ajax/detail/gameId=3389992245&summonerId=56951349&gameTime=1540056380,(Red Team),"Morgana,Illaoi,Taliyah,Kassadin,Kai'Sa",(Blue Team)
"Karma,Poppy,Nami,Ziggs,Kennen",http://www.op.gg/summoner/matches/ajax/detail/gameId=3390060981&summonerId=56951349&gameTime=1540059584,(Red Team),"Viktor,Talon,Tristana,Aurelion Sol,Master Yi",(Blue Team)
"Zilean,Caitlyn,Ryze,Elise,Tristana",http://www.op.gg/summoner/matches/ajax/detail/gameId=3389997668&summonerId=56951349&gameTime=1540057865,(Red Team),"Lux,Kalista,Diana,Gragas,Urgot",(Blue Team)
"Sejuani,Lucian,Jax,Bard,Ezreal",http://www.op.gg/summoner/matches/ajax/detail/gameId=3391511995&summonerId=56951349&gameTime=1540148994,(Blue Team),"Lulu,Ezreal,Poppy,Lee Sin,Irelia",(Red Team)
"Rakan,Ryze,Urgot,Xin Zhao,Kai'Sa",http://www.op.gg/summoner/matches/ajax/detail/gameId=3389919346&summonerId=56951349&gameTime=1540052886,(Blue Team),"Aatrox,Alistar,Ornn,Nocturne,Lucian",(Red Team)
"Aatrox,Lee Sin,Lissandra,Ezreal,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3391311582&summonerId=56951349&gameTime=1540131104,(Blue Team),"Sion,Nidalee,Ryze,Xayah,Gragas",(Red Team)
