oneTeam,url,two,twoTeam,one
"Miss Fortune,Darius,Shen,LeBlanc,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3303276911&summonerId=57541180&gameTime=1533908696,(Blue Team),"Zoe,Aatrox,Garen,Rakan,Kindred",(Red Team)
"Pyke,Irelia,Vladimir,Yasuo,Sejuani",http://www.op.gg/summoner/matches/ajax/detail/gameId=3263672475&summonerId=54692988&gameTime=1530879399,(Red Team),"Darius,Kennen,Graves,Rakan,Swain",(Blue Team)
"Kai'Sa,Ryze,Karma,Gragas,Renekton",http://www.op.gg/summoner/matches/ajax/detail/gameId=3302842484&summonerId=57541180&gameTime=1533898310,(Blue Team),"Lee Sin,Swain,Tahm Kench,Yasuo,Akali",(Red Team)
"Tryndamere,Olaf,Kassadin,Jhin,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3303933098&summonerId=57541180&gameTime=1533971381,(Blue Team),"Jayce,Rek'Sai,Zed,Kai'Sa,Morgana",(Red Team)
"Rakan,Ornn,Zoe,Ashe,Rengar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3263291023&summonerId=54692988&gameTime=1530860773,(Blue Team),"Kindred,Lulu,Pyke,Darius,Urgot",(Red Team)
"Yasuo,Jax,Zoe,Ezreal,Brand",http://www.op.gg/summoner/matches/ajax/detail/gameId=3263614061&summonerId=54692988&gameTime=1530877823,(Blue Team),"Lucian,Xin Zhao,Rumble,Morgana,Karma",(Red Team)
"Jayce,Thresh,Ekko,Kindred,Ashe",http://www.op.gg/summoner/matches/ajax/detail/gameId=3263129646&summonerId=54692988&gameTime=1530852148,(Red Team),"Yasuo,Xin Zhao,Lee Sin,Urgot,Vel'Koz",(Blue Team)
"Camille,Ekko,Fiddlesticks,Gragas,Kai'Sa",http://www.op.gg/summoner/matches/ajax/detail/gameId=3262882193&summonerId=54692988&gameTime=1530803998,(Blue Team),"Rumble,Morgana,Swain,Nocturne,Fiora",(Red Team)
"Taliyah,Ekko,Kai'Sa,Rakan,Camille",http://www.op.gg/summoner/matches/ajax/detail/gameId=3263208212&summonerId=54692988&gameTime=1530856621,(Red Team),"Ezreal,Xin Zhao,Pyke,Zoe,Riven",(Blue Team)
"Ekko,Sejuani,Draven,Camille,Fiddlesticks",http://www.op.gg/summoner/matches/ajax/detail/gameId=3263173467&summonerId=54692988&gameTime=1530854143,(Red Team),"Fiora,Kindred,Twisted Fate,Swain,Alistar",(Blue Team)
"Jayce,Karma,Rakan,Trundle,Syndra",http://www.op.gg/summoner/matches/ajax/detail/gameId=3303401650&summonerId=57541180&gameTime=1533914551,(Blue Team),"Gragas,Ryze,Malphite,Miss Fortune,Skarner",(Red Team)
"Jayce,Soraka,Skarner,Graves,Lissandra",http://www.op.gg/summoner/matches/ajax/detail/gameId=3261778176&summonerId=54692988&gameTime=1530729807,(Blue Team),"Xayah,Blitzcrank,Vladimir,Talon,Camille",(Red Team)
"Pyke,Sejuani,Singed,Kennen,Taliyah",http://www.op.gg/summoner/matches/ajax/detail/gameId=3261731798&summonerId=54692988&gameTime=1530724726,(Red Team),"Jayce,Rakan,Yasuo,Evelynn,Xayah",(Blue Team)
"Lee Sin,Ekko,Ezreal,Darius,Fiddlesticks",http://www.op.gg/summoner/matches/ajax/detail/gameId=3263255813&summonerId=54692988&gameTime=1530858219,(Red Team),"Kled,Thresh,Elise,Jinx,Riven",(Blue Team)
"Fiddlesticks,Singed,Jayce,Kindred,Brand",http://www.op.gg/summoner/matches/ajax/detail/gameId=3261735936&summonerId=54692988&gameTime=1530726635,(Blue Team),"Swain,Taliyah,Kennen,Talon,Shen",(Red Team)
"Ashe,Rumble,Kindred,Dr. Mundo,Tahm Kench",http://www.op.gg/summoner/matches/ajax/detail/gameId=3262804965&summonerId=54692988&gameTime=1530799020,(Blue Team),"Pyke,Graves,Irelia,Swain,Ornn",(Red Team)
"Fiora,Lee Sin,Syndra,Gangplank,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3261655116&summonerId=54692988&gameTime=1530718586,(Red Team),"Ornn,Xin Zhao,Zoe,Vladimir,Morgana",(Blue Team)
"Nidalee,Singed,Darius,Rakan,Yasuo",http://www.op.gg/summoner/matches/ajax/detail/gameId=3261712840&summonerId=54692988&gameTime=1530720104,(Blue Team),"Xayah,Gangplank,Shen,Talon,Taliyah",(Red Team)
"Ryze,Cassiopeia,Soraka,Kennen,Camille",http://www.op.gg/summoner/matches/ajax/detail/gameId=3261533168&summonerId=54692988&gameTime=1530711095,(Blue Team),"Kindred,Lulu,Jax,Rakan,Vladimir",(Red Team)
"Swain,Graves,Rakan,Jax,Darius",http://www.op.gg/summoner/matches/ajax/detail/gameId=3261607438&summonerId=54692988&gameTime=1530715545,(Red Team),"Nocturne,Nidalee,Yasuo,Vladimir,Shen",(Blue Team)
"Rakan,Singed,Irelia,Taliyah,Lucian",http://www.op.gg/summoner/matches/ajax/detail/gameId=3261725724&summonerId=54692988&gameTime=1530722304,(Red Team),"Kindred,Ezreal,Pyke,Rumble,Ryze",(Blue Team)
"Zoe,Camille,Darius,Renekton,Shen",http://www.op.gg/summoner/matches/ajax/detail/gameId=3261517331&summonerId=54692988&gameTime=1530709707,(Red Team),"Jayce,Pyke,LeBlanc,Lee Sin,Yasuo",(Blue Team)
"Singed,Riven,Camille,Draven,Lulu",http://www.op.gg/summoner/matches/ajax/detail/gameId=3262821307&summonerId=54692988&gameTime=1530800628,(Blue Team),"Talon,Kindred,Morgana,Zoe,Ornn",(Red Team)
"Jax,Alistar,Lucian,Jayce,Kindred",http://www.op.gg/summoner/matches/ajax/detail/gameId=3316817213&summonerId=41913808&gameTime=1534929216,(Blue Team),"Varus,Ornn,Katarina,Camille,Tahm Kench",(Red Team)
"LeBlanc,Rakan,Lee Sin,Irelia,Yasuo",http://www.op.gg/summoner/matches/ajax/detail/gameId=3315210379&summonerId=41913808&gameTime=1534790395,(Blue Team),"Fiora,Cassiopeia,Kai'Sa,Graves,Gragas",(Red Team)
"Lee Sin,Rakan,Ryze,Varus,Syndra",http://www.op.gg/summoner/matches/ajax/detail/gameId=3316843588&summonerId=41913808&gameTime=1534930662,(Red Team),"Ezreal,Gragas,Soraka,Orianna,Jayce",(Blue Team)
"Blitzcrank,Corki,Gragas,Ezreal,Irelia",http://www.op.gg/summoner/matches/ajax/detail/gameId=3315709967&summonerId=41913808&gameTime=1534843765,(Red Team),"Taliyah,Soraka,Aatrox,Varus,Lissandra",(Blue Team)
"Jax,Graves,Kai'Sa,Taliyah,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3261569520&summonerId=54692988&gameTime=1530713699,(Red Team),"Shen,Kindred,Kennen,Caitlyn,Kassadin",(Blue Team)
"Akali,Zilean,Zoe,Lee Sin,Ashe",http://www.op.gg/summoner/matches/ajax/detail/gameId=3315203065&summonerId=41913808&gameTime=1534785582,(Red Team),"Aatrox,Cho'Gath,Varus,Taliyah,Morgana",(Blue Team)
"Lee Sin,Irelia,Ahri,Ezreal,Tahm Kench",http://www.op.gg/summoner/matches/ajax/detail/gameId=3315362642&summonerId=41913808&gameTime=1534824741,(Red Team),"Kindred,Nautilus,Jax,LeBlanc,Varus",(Blue Team)
"Aatrox,Lee Sin,Corki,Swain,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3315206188&summonerId=41913808&gameTime=1534788592,(Red Team),"Kled,Sejuani,Vladimir,Ezreal,Tahm Kench",(Blue Team)
"Ryze,Lee Sin,Fizz,Jhin,Tahm Kench",http://www.op.gg/summoner/matches/ajax/detail/gameId=3315109666&summonerId=41913808&gameTime=1534779809,(Red Team),"Aatrox,Gragas,Aurelion Sol,Ezreal,Alistar",(Blue Team)
"Akali,Brand,Kai'Sa,Nasus,Nidalee",http://www.op.gg/summoner/matches/ajax/detail/gameId=3314858794&summonerId=41913808&gameTime=1534763461,(Red Team),"Swain,Fiddlesticks,Zed,Zilean,Irelia",(Blue Team)
"Gangplank,Braum,Zoe,Kindred,Ezreal",http://www.op.gg/summoner/matches/ajax/detail/gameId=3314850100&summonerId=41913808&gameTime=1534760071,(Blue Team),"Ryze,Jhin,Alistar,Xin Zhao,Aatrox",(Red Team)
"Aatrox,Graves,Cho'Gath,Varus,Morgana",http://www.op.gg/summoner/matches/ajax/detail/gameId=3314843754&summonerId=41913808&gameTime=1534761894,(Blue Team),"Kennen,Xin Zhao,LeBlanc,Cassiopeia,Gragas",(Red Team)
"Aatrox,Lissandra,Tahm Kench,Kindred,Varus",http://www.op.gg/summoner/matches/ajax/detail/gameId=3315083349&summonerId=41913808&gameTime=1534777665,(Red Team),"LeBlanc,Ezreal,Gragas,Lee Sin,Braum",(Blue Team)
"Akali,Jayce,Taliyah,Pyke,Varus",http://www.op.gg/summoner/matches/ajax/detail/gameId=3315118903&summonerId=41913808&gameTime=1534783692,(Red Team),"Alistar,Kindred,Aatrox,Quinn,Tristana",(Blue Team)
"Camille,Master Yi,Lux,LeBlanc,Jinx",http://www.op.gg/summoner/matches/ajax/detail/gameId=3315015287&summonerId=41913808&gameTime=1534773657,(Blue Team),"Maokai,Zed,Kindred,Sejuani,Miss Fortune",(Red Team)
"Trundle,Vel'Koz,Lucian,Urgot,Nami",http://www.op.gg/summoner/matches/ajax/detail/gameId=3314562550&summonerId=41913808&gameTime=1534736439,(Blue Team),"Zoe,Garen,Rakan,Kindred,Ezreal",(Red Team)
"Gragas,Lee Sin,Ahri,Kai'Sa,Shen",http://www.op.gg/summoner/matches/ajax/detail/gameId=3314594066&summonerId=41913808&gameTime=1534738880,(Red Team),"Gangplank,Nocturne,Ryze,Tristana,Leona",(Blue Team)
"Darius,Taliyah,Yasuo,Kai'Sa,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3314996380&summonerId=41913808&gameTime=1534772063,(Blue Team),"Ryze,Gragas,Irelia,Varus,Rakan",(Red Team)
"Alistar,Ahri,Lee Sin,Aatrox,Jhin",http://www.op.gg/summoner/matches/ajax/detail/gameId=3314719076&summonerId=41913808&gameTime=1534756755,(Blue Team),"Irelia,Poppy,Ezreal,Evelynn,Malphite",(Red Team)
"Pyke,Katarina,Ezreal,Graves,Aurelion Sol",http://www.op.gg/summoner/matches/ajax/detail/gameId=3311688244&summonerId=41913808&gameTime=1534526147,(Red Team),"Poppy,Lee Sin,Xerath,Yasuo,Irelia",(Blue Team)
"Alistar,Rengar,LeBlanc,Fiora,Varus",http://www.op.gg/summoner/matches/ajax/detail/gameId=3311556708&summonerId=41913808&gameTime=1534516497,(Red Team),"Aatrox,Swain,Lucian,Kindred,Gragas",(Blue Team)
"Kennen,Olaf,Malzahar,Ashe,Braum",http://www.op.gg/summoner/matches/ajax/detail/gameId=3310359963&summonerId=41913808&gameTime=1534426299,(Blue Team),"Singed,Xin Zhao,LeBlanc,Jinx,Nautilus",(Red Team)
"Tahm Kench,Kalista,Ryze,Kindred,Katarina",http://www.op.gg/summoner/matches/ajax/detail/gameId=3314775493&summonerId=41913808&gameTime=1534759039,(Blue Team),"Gragas,Twisted Fate,Kled,Graves,Vladimir",(Red Team)
"Syndra,Ezreal,Yasuo,Shen,Lee Sin",http://www.op.gg/summoner/matches/ajax/detail/gameId=3311634853&summonerId=41913808&gameTime=1534520992,(Blue Team),"Kai'Sa,Aatrox,Xin Zhao,Lissandra,Alistar",(Red Team)
"Hecarim,Ezreal,Jayce,Shen,Fizz",http://www.op.gg/summoner/matches/ajax/detail/gameId=3309545743&summonerId=41913808&gameTime=1534356459,(Blue Team),"LeBlanc,Kai'Sa,Aatrox,Gragas,Janna",(Red Team)
"Gragas,Zoe,Vladimir,Gangplank,Olaf",http://www.op.gg/summoner/matches/ajax/detail/gameId=3311622390&summonerId=41913808&gameTime=1534518997,(Blue Team),"Shen,Kindred,Ryze,Rumble,Ezreal",(Red Team)
"Fizz,Jarvan IV,Rumble,Ezreal,Blitzcrank",http://www.op.gg/summoner/matches/ajax/detail/gameId=3311690533&summonerId=41913808&gameTime=1534523685,(Blue Team),"Akali,Lee Sin,Lissandra,Sivir,Morgana",(Red Team)
"Pyke,Akali,Trundle,Mordekaiser,Tryndamere",http://www.op.gg/summoner/matches/ajax/detail/gameId=3310157392&summonerId=41913808&gameTime=1534411982,(Red Team),"Yasuo,Alistar,Cho'Gath,Evelynn,Ryze",(Blue Team)
"Aatrox,Tahm Kench,Xerath,Lee Sin,Ezreal",http://www.op.gg/summoner/matches/ajax/detail/gameId=3309533844&summonerId=41913808&gameTime=1534354365,(Red Team),"Skarner,Azir,Kai'Sa,Jayce,Alistar",(Blue Team)
"Nidalee,Braum,Aatrox,Kai'Sa,Ryze",http://www.op.gg/summoner/matches/ajax/detail/gameId=3309538625&summonerId=41913808&gameTime=1534358463,(Red Team),"Irelia,Pyke,Taliyah,Twitch,Renekton",(Blue Team)
"Morgana,Trundle,Zoe,Orianna,Sion",http://www.op.gg/summoner/matches/ajax/detail/gameId=3285210833&summonerId=41913808&gameTime=1532615094,(Blue Team),"Lee Sin,Karthus,Jayce,Ekko,Rakan",(Red Team)
"Quinn,Olaf,Katarina,Varus,Nautilus",http://www.op.gg/summoner/matches/ajax/detail/gameId=3309496572&summonerId=41913808&gameTime=1534350753,(Red Team),"Renekton,Lee Sin,Akali,Ezreal,Shen",(Blue Team)
"Pyke,Azir,Gragas,Jhin,Gnar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3306044623&summonerId=41913808&gameTime=1534097455,(Blue Team),"Jayce,Alistar,Vladimir,Taliyah,Kai'Sa",(Red Team)
"Jayce,Nunu & Willump,Akali,Ryze,Xerath",http://www.op.gg/summoner/matches/ajax/detail/gameId=3306040515&summonerId=41913808&gameTime=1534094797,(Blue Team),"Kennen,Lee Sin,LeBlanc,Kai'Sa,Gragas",(Red Team)
"Xin Zhao,Lucian,Orianna,Morgana,Yasuo",http://www.op.gg/summoner/matches/ajax/detail/gameId=3285061880&summonerId=41913808&gameTime=1532605907,(Red Team),"Irelia,Taliyah,Soraka,Ezreal,Gragas",(Blue Team)
"Dr. Mundo,Swain,Taliyah,Aatrox,Morgana",http://www.op.gg/summoner/matches/ajax/detail/gameId=3285076394&summonerId=41913808&gameTime=1532608117,(Red Team),"Nocturne,Ezreal,Fiddlesticks,Camille,Gangplank",(Blue Team)
"Jarvan IV,Darius,Ezreal,Aatrox,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3309520636&summonerId=41913808&gameTime=1534352883,(Blue Team),"Irelia,Nidalee,Gragas,Jax,Kai'Sa",(Red Team)
"Cho'Gath,Xin Zhao,Twisted Fate,Ezreal,Soraka",http://www.op.gg/summoner/matches/ajax/detail/gameId=3302785310&summonerId=57541180&gameTime=1533896926,(Blue Team),"Gragas,Kindred,Zoe,Taliyah,Morgana",(Red Team)
"Camille,Kindred,Jayce,Azir,Brand",http://www.op.gg/summoner/matches/ajax/detail/gameId=3284985702&summonerId=41913808&gameTime=1532604278,(Blue Team),"Swain,Xin Zhao,Ekko,Kai'Sa,Rakan",(Red Team)
"Jax,Lee Sin,Twisted Fate,Ezreal,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3302726868&summonerId=57541180&gameTime=1533893176,(Blue Team),"Garen,Kha'Zix,Kennen,Varus,Shen",(Red Team)
"Leona,Camille,Orianna,Mordekaiser,Swain",http://www.op.gg/summoner/matches/ajax/detail/gameId=3285085583&summonerId=41913808&gameTime=1532610329,(Blue Team),"Xerath,Ezreal,Jayce,Shen,Kindred",(Red Team)
"Poppy,Kai'Sa,Gragas,Skarner,Orianna",http://www.op.gg/summoner/matches/ajax/detail/gameId=3302625470&summonerId=57541180&gameTime=1533885750,(Red Team),"Akali,Olaf,Rakan,Xayah,Jayce",(Blue Team)
"Jayce,Azir,Rakan,Kindred,Orianna",http://www.op.gg/summoner/matches/ajax/detail/gameId=3284961597&summonerId=41913808&gameTime=1532599102,(Blue Team),"Taliyah,Tahm Kench,Twisted Fate,Gangplank,Kai'Sa",(Red Team)
"Camille,Varus,Ryze,Tahm Kench,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3302670806&summonerId=57541180&gameTime=1533888081,(Red Team),"Kindred,Rakan,Darius,Zed,Ekko",(Blue Team)
"Kindred,Kennen,Katarina,Blitzcrank,Ryze",http://www.op.gg/summoner/matches/ajax/detail/gameId=3301693655&summonerId=57541180&gameTime=1533801793,(Red Team),"Xin Zhao,Lucian,Ahri,Quinn,Rakan",(Blue Team)
"Bard,Gragas,Kai'Sa,Kindred,Camille",http://www.op.gg/summoner/matches/ajax/detail/gameId=3302584806&summonerId=57541180&gameTime=1533881634,(Blue Team),"Fizz,Lee Sin,Yasuo,Thresh,Kog'Maw",(Red Team)
"Ezreal,Taliyah,Rakan,Ryze,Lulu",http://www.op.gg/summoner/matches/ajax/detail/gameId=3302498230&summonerId=57541180&gameTime=1533875769,(Blue Team),"Nocturne,Twisted Fate,Kai'Sa,Kennen,Shen",(Red Team)
"Ashe,Tahm Kench,Camille,Gragas,Jarvan IV",http://www.op.gg/summoner/matches/ajax/detail/gameId=3302484143&summonerId=57541180&gameTime=1533873264,(Blue Team),"Trundle,Kai'Sa,Gangplank,Vel'Koz,Morgana",(Red Team)
"Kindred,Miss Fortune,Morgana,Orianna,Sion",http://www.op.gg/summoner/matches/ajax/detail/gameId=3301423443&summonerId=57541180&gameTime=1533798848,(Blue Team),"Vel'Koz,Ezreal,Taliyah,Ryze,Rakan",(Red Team)
"Rumble,Camille,Talon,Lucian,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3301319222&summonerId=57541180&gameTime=1533793058,(Red Team),"Poppy,Kindred,Irelia,Cho'Gath,Shen",(Blue Team)
"Alistar,Gragas,Syndra,Aatrox,Yasuo",http://www.op.gg/summoner/matches/ajax/detail/gameId=3284958330&summonerId=41913808&gameTime=1532601935,(Blue Team),"Varus,Morgana,Rumble,Orianna,Kindred",(Red Team)
"Jayce,Tahm Kench,Cho'Gath,Zoe,Skarner",http://www.op.gg/summoner/matches/ajax/detail/gameId=3301393530&summonerId=57541180&gameTime=1533794544,(Red Team),"Caitlyn,Miss Fortune,Syndra,Illaoi,Camille",(Blue Team)
"Poppy,Graves,Akali,Karma,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3299189571&summonerId=57541180&gameTime=1533635025,(Red Team),"Quinn,Lee Sin,Yasuo,Swain,Blitzcrank",(Blue Team)
"Jayce,Nocturne,Fizz,Kennen,Tahm Kench",http://www.op.gg/summoner/matches/ajax/detail/gameId=3301387701&summonerId=57541180&gameTime=1533796184,(Blue Team),"Gragas,Trundle,Ahri,Jhin,Rakan",(Red Team)
"Xin Zhao,Kindred,Zoe,Camille,Morgana",http://www.op.gg/summoner/matches/ajax/detail/gameId=3302630865&summonerId=57541180&gameTime=1533884053,(Blue Team),"Ahri,Ezreal,Jayce,Lee Sin,Soraka",(Red Team)
"Trundle,Yasuo,Kennen,Thresh,Akali",http://www.op.gg/summoner/matches/ajax/detail/gameId=3301440000&summonerId=57541180&gameTime=1533800017,(Blue Team),"Camille,Kai'Sa,Ahri,Braum,Ryze",(Red Team)
"Kai'Sa,Talon,Tahm Kench,Elise,Renekton",http://www.op.gg/summoner/matches/ajax/detail/gameId=3298858318&summonerId=57541180&gameTime=1533612739,(Blue Team),"Yasuo,Gragas,Pyke,Graves,Galio",(Red Team)
"Gangplank,Zilean,Kennen,Jayce,Nidalee",http://www.op.gg/summoner/matches/ajax/detail/gameId=3298729984&summonerId=57541180&gameTime=1533580418,(Blue Team),"Azir,Gragas,Pyke,Lucian,Irelia",(Red Team)
"Kindred,Camille,Dr. Mundo,Orianna,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3298119231&summonerId=57541180&gameTime=1533547925,(Red Team),"Xin Zhao,Quinn,LeBlanc,Morgana,Renekton",(Blue Team)
"Camille,Taliyah,Ezreal,Lee Sin,Soraka",http://www.op.gg/summoner/matches/ajax/detail/gameId=3260816312&summonerId=54692988&gameTime=1530634614,(Red Team),"Swain,Irelia,Talon,Fiddlesticks,Evelynn",(Blue Team)
"Rumble,Taliyah,Zoe,Jhin,Soraka",http://www.op.gg/summoner/matches/ajax/detail/gameId=3297660169&summonerId=57541180&gameTime=1533527264,(Blue Team),"Gragas,Xin Zhao,LeBlanc,Kai'Sa,Thresh",(Red Team)
"Talon,Taliyah,Alistar,Fiora,Heimerdinger",http://www.op.gg/summoner/matches/ajax/detail/gameId=3260782483&summonerId=54692988&gameTime=1530632850,(Red Team),"Swain,Yasuo,Singed,Fiddlesticks,Evelynn",(Blue Team)
"Rumble,Karthus,Nocturne,Kled,Brand",http://www.op.gg/summoner/matches/ajax/detail/gameId=3260734796&summonerId=54692988&gameTime=1530630428,(Blue Team),"Taliyah,Dr. Mundo,Pyke,Lucian,Zoe",(Red Team)
"Lee Sin,Talon,Darius,Pyke,Swain",http://www.op.gg/summoner/matches/ajax/detail/gameId=3260087846&summonerId=54692988&gameTime=1530609510,(Red Team),"Aatrox,Gragas,Irelia,Camille,Kennen",(Blue Team)
"Taliyah,Talon,Fiddlesticks,Yasuo,Renekton",http://www.op.gg/summoner/matches/ajax/detail/gameId=3260052580&summonerId=54692988&gameTime=1530607218,(Blue Team),"Rakan,Camille,Malzahar,Kai'Sa,Jax",(Red Team)
"Darius,Kha'Zix,LeBlanc,Vladimir,Fiddlesticks",http://www.op.gg/summoner/matches/ajax/detail/gameId=3259676104&summonerId=54692988&gameTime=1530552734,(Blue Team),"Dr. Mundo,Nidalee,Ekko,Wukong,Rakan",(Red Team)
"Kled,Camille,Yasuo,Kayle,Braum",http://www.op.gg/summoner/matches/ajax/detail/gameId=3259636795&summonerId=54692988&gameTime=1530548174,(Red Team),"Aatrox,Kindred,Syndra,Wukong,Gragas",(Blue Team)
"Taliyah,Aatrox,Kindred,Soraka,Swain",http://www.op.gg/summoner/matches/ajax/detail/gameId=3258678337&summonerId=54692988&gameTime=1530457000,(Red Team),"Irelia,Gangplank,Evelynn,Morgana,Ahri",(Blue Team)
"Talon,Xin Zhao,Morgana,Nami,Gangplank",http://www.op.gg/summoner/matches/ajax/detail/gameId=3258723075&summonerId=54692988&gameTime=1530458497,(Blue Team),"Nautilus,Kha'Zix,Swain,Vladimir,Zoe",(Red Team)
"Sejuani,Yasuo,Aatrox,Pyke,Wukong",http://www.op.gg/summoner/matches/ajax/detail/gameId=3259662109&summonerId=54692988&gameTime=1530550274,(Red Team),"Gragas,Xin Zhao,Irelia,Riven,Swain",(Blue Team)
"Gangplank,Jax,Swain,Yasuo,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3256912962&summonerId=54692988&gameTime=1530362009,(Red Team),"Vladimir,Trundle,LeBlanc,Aatrox,Braum",(Blue Team)
"Darius,Katarina,Gragas,Ezreal,Xin Zhao",http://www.op.gg/summoner/matches/ajax/detail/gameId=3256894781&summonerId=54692988&gameTime=1530359730,(Red Team),"Garen,Kindred,Dr. Mundo,Lucian,Nami",(Blue Team)
"Darius,Graves,Lissandra,Vladimir,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3256780684&summonerId=54692988&gameTime=1530354211,(Red Team),"Aatrox,Evelynn,Ahri,Lucian,Vel'Koz",(Blue Team)
"LeBlanc,Vladimir,Gangplank,Evelynn,Morgana",http://www.op.gg/summoner/matches/ajax/detail/gameId=3256778865&summonerId=54692988&gameTime=1530357050,(Blue Team),"Fiddlesticks,Nocturne,Jayce,Swain,Aurelion Sol",(Red Team)
"Riven,Camille,Zoe,Pyke,Xerath",http://www.op.gg/summoner/matches/ajax/detail/gameId=3298687414&summonerId=57541180&gameTime=1533578719,(Red Team),"Rakan,Swain,Jarvan IV,Orianna,Fiora",(Blue Team)
"Irelia,Rakan,Yasuo,Ornn,Nocturne",http://www.op.gg/summoner/matches/ajax/detail/gameId=3253603339&summonerId=54692988&gameTime=1530117671,(Red Team),"Darius,Gangplank,Gragas,Mordekaiser,Xin Zhao",(Blue Team)
"Darius,Taliyah,Tahm Kench,Aatrox,Kassadin",http://www.op.gg/summoner/matches/ajax/detail/gameId=3256734904&summonerId=54692988&gameTime=1530352367,(Blue Team),"Alistar,Elise,Yasuo,Heimerdinger,Renekton",(Red Team)
"Darius,Camille,Kassadin,Ezreal,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3253591024&summonerId=54692988&gameTime=1530116107,(Red Team),"Gangplank,Aatrox,LeBlanc,Yasuo,Alistar",(Blue Team)
"Taliyah,Talon,Pyke,Kennen,Tristana",http://www.op.gg/summoner/matches/ajax/detail/gameId=3253547441&summonerId=54692988&gameTime=1530113431,(Blue Team),"Alistar,Yasuo,Ryze,Darius,Graves",(Red Team)
"Sejuani,Yasuo,Jhin,Ryze,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3284782344&summonerId=41913808&gameTime=1532586241,(Blue Team),"Taliyah,Ezreal,Shen,Gangplank,Cassiopeia",(Red Team)
"Gragas,Xayah,Rakan,Varus,Xin Zhao",http://www.op.gg/summoner/matches/ajax/detail/gameId=3284407974&summonerId=41913808&gameTime=1532581249,(Red Team),"Kindred,Orianna,Shen,Gangplank,Yasuo",(Blue Team)
"Talon,Pyke,Xin Zhao,Swain,Dr. Mundo",http://www.op.gg/summoner/matches/ajax/detail/gameId=3254580764&summonerId=54692988&gameTime=1530193995,(Blue Team),"Alistar,Ryze,Nocturne,Riven,Yasuo",(Red Team)
"Darius,Swain,Gragas,Jayce,Karthus",http://www.op.gg/summoner/matches/ajax/detail/gameId=3254553257&summonerId=54692988&gameTime=1530192200,(Blue Team),"Rumble,Draven,Rakan,Aatrox,Talon",(Red Team)
"Aatrox,Pyke,Kassadin,Nidalee,Draven",http://www.op.gg/summoner/matches/ajax/detail/gameId=3284195736&summonerId=41913808&gameTime=1532537705,(Blue Team),"Gnar,Kindred,Morgana,LeBlanc,Swain",(Red Team)
"Wukong,Taliyah,Jayce,Ezreal,Zilean",http://www.op.gg/summoner/matches/ajax/detail/gameId=3284348336&summonerId=41913808&gameTime=1532576147,(Blue Team),"Camille,Nidalee,Ekko,Kai'Sa,Braum",(Red Team)
"Kennen,Nocturne,Cassiopeia,Yasuo,Nautilus",http://www.op.gg/summoner/matches/ajax/detail/gameId=3283750816&summonerId=41913808&gameTime=1532505853,(Blue Team),"Jayce,Kindred,Kassadin,Swain,Shen",(Red Team)
"Kassadin,Camille,Ezreal,Shen,Quinn",http://www.op.gg/summoner/matches/ajax/detail/gameId=3283769978&summonerId=41913808&gameTime=1532510143,(Blue Team),"Fiddlesticks,Gragas,Jayce,Gangplank,Morgana",(Red Team)
"Gragas,Xin Zhao,Yasuo,Kai'Sa,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3284403153&summonerId=41913808&gameTime=1532578496,(Red Team),"Camille,Nidalee,Orianna,Ezreal,Tahm Kench",(Blue Team)
"Jhin,Kha'Zix,Sion,Twisted Fate,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3283785041&summonerId=41913808&gameTime=1532507810,(Blue Team),"Rakan,Taliyah,Ryze,Gangplank,Xayah",(Red Team)
"Ornn,Taliyah,Yasuo,Kai'Sa,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3282575653&summonerId=41913808&gameTime=1532411102,(Blue Team),"Gragas,Rengar,Kassadin,Vladimir,Shen",(Red Team)
"Ryze,Graves,LeBlanc,Kai'Sa,Soraka",http://www.op.gg/summoner/matches/ajax/detail/gameId=3282626672&summonerId=41913808&gameTime=1532415669,(Blue Team),"Gragas,Camille,Talon,Heimerdinger,Fiddlesticks",(Red Team)
