oneTeam,url,two,twoTeam,one
"Urgot,Xin Zhao,Akali,Lucian,Braum",http://www.op.gg/summoner/matches/ajax/detail/gameId=3343868343&summonerId=41913808&gameTime=1536988770,(Red Team),"Renekton,Lee Sin,Zoe,Kai'Sa,Morgana",(Blue Team)
"Urgot,Xin Zhao,Galio,Kai'Sa,Tahm Kench",http://www.op.gg/summoner/matches/ajax/detail/gameId=3344006858&summonerId=41913808&gameTime=1536995449,(Red Team),"Garen,Trundle,Akali,Lucian,Pyke",(Blue Team)
"Gragas,Yasuo,Varus,Ornn,Taliyah",http://www.op.gg/summoner/matches/ajax/detail/gameId=3343252225&summonerId=41913808&gameTime=1536950564,(Blue Team),"Tristana,Alistar,Urgot,Nidalee,LeBlanc",(Red Team)
"Ryze,Thresh,Jinx,Yasuo,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3343850946&summonerId=41913808&gameTime=1536987032,(Blue Team),"Vayne,Taliyah,Alistar,Kai'Sa,Veigar",(Red Team)
"Kindred,Tahm Kench,Sivir,Ryze,Jayce",http://www.op.gg/summoner/matches/ajax/detail/gameId=3343916642&summonerId=41913808&gameTime=1536990468,(Red Team),"Xin Zhao,Twisted Fate,Lucian,Alistar,Akali",(Blue Team)
"Jax,Taliyah,Irelia,Lucian,Braum",http://www.op.gg/summoner/matches/ajax/detail/gameId=3342936230&summonerId=41913808&gameTime=1536936774,(Red Team),"Jayce,Olaf,Karthus,Ezreal,Tahm Kench",(Blue Team)
"Cho'Gath,Gragas,Darius,Vayne,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3343275939&summonerId=41913808&gameTime=1536953075,(Blue Team),"Irelia,Graves,Ryze,Kai'Sa,Thresh",(Red Team)
"Lucian,Gragas,Aatrox,Kai'Sa,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3374896933&summonerId=54692988&gameTime=1538999472,(Blue Team),"Urgot,Taliyah,Ryze,Draven,Alistar",(Red Team)
"Lee Sin,Aatrox,Alistar,Urgot,Kai'Sa",http://www.op.gg/summoner/matches/ajax/detail/gameId=3343100965&summonerId=41913808&gameTime=1536941174,(Blue Team),"Yasuo,LeBlanc,Gangplank,Shen,Graves",(Red Team)
"LeBlanc,Thresh,Aatrox,Tristana,Lee Sin",http://www.op.gg/summoner/matches/ajax/detail/gameId=3343196162&summonerId=41913808&gameTime=1536948150,(Blue Team),"Alistar,Kai'Sa,Kassadin,Ryze,Ezreal",(Red Team)
"Fiora,Shen,Ezreal,Irelia,Nidalee",http://www.op.gg/summoner/matches/ajax/detail/gameId=3343019754&summonerId=41913808&gameTime=1536939126,(Red Team),"Yasuo,Aatrox,Gragas,Karthus,Alistar",(Blue Team)
"LeBlanc,Gragas,Urgot,Olaf,Varus",http://www.op.gg/summoner/matches/ajax/detail/gameId=3343130185&summonerId=41913808&gameTime=1536943363,(Blue Team),"Braum,Taliyah,Irelia,Yasuo,Ryze",(Red Team)
"Urgot,Sejuani,Aatrox,Kai'Sa,Braum",http://www.op.gg/summoner/matches/ajax/detail/gameId=3342041372&summonerId=41913808&gameTime=1536857530,(Blue Team),"Irelia,Evelynn,Gangplank,Twitch,Gragas",(Red Team)
"Jayce,Vayne,Kindred,Taliyah,Braum",http://www.op.gg/summoner/matches/ajax/detail/gameId=3342123777&summonerId=41913808&gameTime=1536863471,(Blue Team),"Gragas,Xayah,Aatrox,Poppy,Rakan",(Red Team)
"Camille,Soraka,Rumble,Jhin,Syndra",http://www.op.gg/summoner/matches/ajax/detail/gameId=3325639605&summonerId=57541180&gameTime=1535599519,(Blue Team),"Akali,Yasuo,Thresh,Sivir,Nunu & Willump",(Red Team)
"Pyke,Ryze,Taliyah,Urgot,Akali",http://www.op.gg/summoner/matches/ajax/detail/gameId=3341908467&summonerId=41913808&gameTime=1536850478,(Blue Team),"Irelia,Lee Sin,Alistar,Karthus,Cho'Gath",(Red Team)
"Zilean,Aatrox,Kindred,Cho'Gath,Twitch",http://www.op.gg/summoner/matches/ajax/detail/gameId=3341947039&summonerId=41913808&gameTime=1536852522,(Blue Team),"Gangplank,Taliyah,Pyke,Kai'Sa,Kassadin",(Red Team)
"Gragas,Kai'Sa,Jayce,Morgana,Aatrox",http://www.op.gg/summoner/matches/ajax/detail/gameId=3325206683&summonerId=57541180&gameTime=1535560155,(Red Team),"Taliyah,Jinx,Soraka,Akali,Irelia",(Blue Team)
"Lee Sin,Kai'Sa,Nunu & Willump,Xerath,Camille",http://www.op.gg/summoner/matches/ajax/detail/gameId=3325201663&summonerId=57541180&gameTime=1535556464,(Blue Team),"Rengar,Ivern,Veigar,Nunu & Willump,Zed",(Red Team)
"Poppy,Akali,Aatrox,Taliyah,Yasuo",http://www.op.gg/summoner/matches/ajax/detail/gameId=3342100313&summonerId=41913808&gameTime=1536860423,(Blue Team),"Ryze,Jayce,Rumble,Alistar,Mordekaiser",(Red Team)
"Ryze,Hecarim,Syndra,Kai'Sa,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3343138783&summonerId=41913808&gameTime=1536945649,(Blue Team),"Jayce,Lee Sin,LeBlanc,Tristana,Alistar",(Red Team)
"Taliyah,Aatrox,Morgana,Nautilus,Twitch",http://www.op.gg/summoner/matches/ajax/detail/gameId=3342023151&summonerId=41913808&gameTime=1536854820,(Red Team),"Galio,Kai'Sa,Irelia,Lee Sin,Rakan",(Blue Team)
"Nunu & Willump,Camille,Vi,Orianna,Caitlyn",http://www.op.gg/summoner/matches/ajax/detail/gameId=3324802402&summonerId=57541180&gameTime=1535528527,(Blue Team),"Jax,Teemo,Brand,Yasuo,Shen",(Red Team)
"Urgot,Taliyah,Anivia,Kai'Sa,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3325684196&summonerId=57541180&gameTime=1535604124,(Blue Team),"Irelia,Nunu & Willump,Ryze,Jinx,Thresh",(Red Team)
"Kai'Sa,Irelia,Kindred,Syndra,Morgana",http://www.op.gg/summoner/matches/ajax/detail/gameId=3325108293&summonerId=57541180&gameTime=1535554006,(Blue Team),"Lee Sin,LeBlanc,Tristana,Aatrox,Gragas",(Red Team)
"Gnar,Taliyah,Zoe,Ezreal,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3324200852&summonerId=57541180&gameTime=1535476604,(Blue Team),"Quinn,Camille,Galio,Kai'Sa,Braum",(Red Team)
"Kai'Sa,Karma,Urgot,LeBlanc,Graves",http://www.op.gg/summoner/matches/ajax/detail/gameId=3324867958&summonerId=57541180&gameTime=1535536221,(Red Team),"Ryze,Varus,Gragas,Taliyah,Jayce",(Blue Team)
"Poppy,Camille,Nunu & Willump,Irelia,Lee Sin",http://www.op.gg/summoner/matches/ajax/detail/gameId=3324775932&summonerId=57541180&gameTime=1535529525,(Blue Team),"Blitzcrank,Amumu,LeBlanc,Nunu & Willump,Ezreal",(Red Team)
"Jayce,Taliyah,Akali,Kai'Sa,Morgana",http://www.op.gg/summoner/matches/ajax/detail/gameId=3323390931&summonerId=57541180&gameTime=1535396672,(Blue Team),"Kennen,Olaf,Zoe,Ezreal,Karma",(Red Team)
"Aatrox,Nidalee,Darius,Ezreal,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3324197383&summonerId=57541180&gameTime=1535481144,(Red Team),"Renekton,Xin Zhao,Irelia,Vladimir,Morgana",(Blue Team)
"Urgot,Kai'Sa,Tahm Kench,Kha'Zix,Ekko",http://www.op.gg/summoner/matches/ajax/detail/gameId=3323518576&summonerId=57541180&gameTime=1535427889,(Red Team),"Varus,Thresh,Gragas,Jayce,Zoe",(Blue Team)
"Jayce,Lee Sin,Twisted Fate,Kai'Sa,Nautilus",http://www.op.gg/summoner/matches/ajax/detail/gameId=3323240184&summonerId=57541180&gameTime=1535388430,(Red Team),"Gangplank,Gragas,Viktor,Yasuo,Tahm Kench",(Blue Team)
"Irelia,Gragas,Kassadin,Tristana,Shen",http://www.op.gg/summoner/matches/ajax/detail/gameId=3323150553&summonerId=57541180&gameTime=1535384390,(Red Team),"Jayce,Lee Sin,LeBlanc,Ezreal,Pyke",(Blue Team)
"Shen,Kai'Sa,Akali,Galio,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3323259334&summonerId=57541180&gameTime=1535394084,(Red Team),"Dr. Mundo,Rakan,Kindred,Aurelion Sol,Twitch",(Blue Team)
"Poppy,Gragas,Aatrox,Yasuo,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3374710295&summonerId=54692988&gameTime=1538987308,(Red Team),"Nocturne,Rakan,Kai'Sa,Camille,Ahri",(Blue Team)
"Kennen,Zilean,Kai'Sa,Aatrox,Lee Sin",http://www.op.gg/summoner/matches/ajax/detail/gameId=3322762726&summonerId=57541180&gameTime=1535360084,(Blue Team),"Cho'Gath,Nami,Camille,Twitch,Ryze",(Red Team)
"Jayce,Lee Sin,Gragas,Kai'Sa,LeBlanc",http://www.op.gg/summoner/matches/ajax/detail/gameId=3323036812&summonerId=57541180&gameTime=1535379607,(Blue Team),"Ryze,Camille,Kassadin,Vel'Koz,Nautilus",(Red Team)
"Yasuo,Akali,Gragas,Lee Sin,Singed",http://www.op.gg/summoner/matches/ajax/detail/gameId=3322465977&summonerId=57541180&gameTime=1535306592,(Blue Team),"Gnar,Tahm Kench,Lulu,Kai'Sa,Kindred",(Red Team)
"Poppy,Rakan,Gragas,Aatrox,Miss Fortune",http://www.op.gg/summoner/matches/ajax/detail/gameId=3323056131&summonerId=57541180&gameTime=1535381896,(Blue Team),"Darius,Jayce,Varus,Camille,Leona",(Red Team)
"Urgot,Lee Sin,Ryze,Kai'Sa,Tahm Kench",http://www.op.gg/summoner/matches/ajax/detail/gameId=3323266035&summonerId=57541180&gameTime=1535391892,(Blue Team),"Malphite,Gragas,Akali,Xayah,Rakan",(Red Team)
"Tristana,Yasuo,Gragas,Kled,Fiddlesticks",http://www.op.gg/summoner/matches/ajax/detail/gameId=3374654973&summonerId=54692988&gameTime=1538985057,(Red Team),"Aatrox,Ekko,Xayah,Taliyah,Leona",(Blue Team)
"Irelia,Nidalee,Fiora,Tahm Kench,Lucian",http://www.op.gg/summoner/matches/ajax/detail/gameId=3374357209&summonerId=54692988&gameTime=1538979088,(Blue Team),"Kai'Sa,LeBlanc,Graves,Akali,Gragas",(Red Team)
"Akali,Camille,Jayce,Yasuo,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3373626801&summonerId=54692988&gameTime=1538912899,(Blue Team),"Garen,Taliyah,Galio,Xayah,Lulu",(Red Team)
"Gangplank,Graves,Swain,Yasuo,Lulu",http://www.op.gg/summoner/matches/ajax/detail/gameId=3373738930&summonerId=54692988&gameTime=1538917938,(Blue Team),"Irelia,Kindred,Aurelion Sol,Lucian,Braum",(Red Team)
"Ezreal,Irelia,LeBlanc,Jarvan IV,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3373576375&summonerId=54692988&gameTime=1538911124,(Blue Team),"Urgot,Singed,Aatrox,Gragas,Lee Sin",(Red Team)
"Aatrox,Jax,Akali,Varus,Lulu",http://www.op.gg/summoner/matches/ajax/detail/gameId=3373685363&summonerId=54692988&gameTime=1538915580,(Red Team),"Sion,Xin Zhao,Irelia,Kai'Sa,Soraka",(Blue Team)
"Swain,Aatrox,Camille,Alistar,Jhin",http://www.op.gg/summoner/matches/ajax/detail/gameId=3369890305&summonerId=54692988&gameTime=1538717368,(Blue Team),"Lucian,Pyke,Gragas,Urgot,Zed",(Red Team)
"LeBlanc,Pyke,Lee Sin,Lucian,Sion",http://www.op.gg/summoner/matches/ajax/detail/gameId=3369837020&summonerId=54692988&gameTime=1538715622,(Blue Team),"Rakan,Urgot,Ezreal,Aatrox,Xin Zhao",(Red Team)
"Sion,Taliyah,Yasuo,Kindred,Poppy",http://www.op.gg/summoner/matches/ajax/detail/gameId=3369232107&summonerId=54692988&gameTime=1538646119,(Blue Team),"Urgot,Camille,Ekko,Lucian,Zyra",(Red Team)
"Alistar,Darius,Jayce,Taliyah,Tristana",http://www.op.gg/summoner/matches/ajax/detail/gameId=3369868150&summonerId=54692988&gameTime=1538721276,(Blue Team),"Nidalee,Jax,Thresh,Kai'Sa,Yasuo",(Red Team)
"Blitzcrank,Yasuo,Ezreal,Viktor,Heimerdinger",http://www.op.gg/summoner/matches/ajax/detail/gameId=3373503725&summonerId=54692988&gameTime=1538904822,(Red Team),"Kindred,Sivir,Braum,Karma,Fizz",(Blue Team)
"Alistar,Irelia,Gragas,Lucian,Karthus",http://www.op.gg/summoner/matches/ajax/detail/gameId=3369071945&summonerId=54692988&gameTime=1538632617,(Blue Team),"Lee Sin,Urgot,Ryze,Heimerdinger,Pyke",(Red Team)
"LeBlanc,Aatrox,Skarner,Poppy,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3369055336&summonerId=54692988&gameTime=1538634993,(Blue Team),"Rakan,Lissandra,Lee Sin,Xayah,Irelia",(Red Team)
"Ezreal,Taliyah,Irelia,Gragas,Urgot",http://www.op.gg/summoner/matches/ajax/detail/gameId=3369854490&summonerId=54692988&gameTime=1538719144,(Red Team),"Jarvan IV,Akali,Pyke,Swain,Yasuo",(Blue Team)
"Galio,Taliyah,Lucian,Alistar,Camille",http://www.op.gg/summoner/matches/ajax/detail/gameId=3369035127&summonerId=54692988&gameTime=1538628387,(Blue Team),"Ornn,Vayne,Braum,Kindred,Akali",(Red Team)
"Gragas,LeBlanc,Maokai,Yasuo,Taliyah",http://www.op.gg/summoner/matches/ajax/detail/gameId=3369186906&summonerId=54692988&gameTime=1538643944,(Red Team),"Thresh,Jax,Kai'Sa,Aatrox,Lissandra",(Blue Team)
"Jinx,Irelia,Nidalee,Urgot,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3369145748&summonerId=54692988&gameTime=1538639988,(Blue Team),"Sivir,Aatrox,Gragas,Lissandra,Olaf",(Red Team)
"Kennen,Taliyah,Irelia,Kai'Sa,Lux",http://www.op.gg/summoner/matches/ajax/detail/gameId=3368112857&summonerId=54692988&gameTime=1538565174,(Blue Team),"Darius,Xin Zhao,Kassadin,Ashe,Zyra",(Red Team)
"Kindred,Aatrox,Shen,Swain,Vayne",http://www.op.gg/summoner/matches/ajax/detail/gameId=3341253741&summonerId=41913808&gameTime=1536835452,(Blue Team),"Ryze,Kai'Sa,Taliyah,Irelia,Rakan",(Red Team)
"Sion,Irelia,Braum,Aatrox,Cho'Gath",http://www.op.gg/summoner/matches/ajax/detail/gameId=3340182205&summonerId=41913808&gameTime=1536744062,(Blue Team),"Taliyah,Gragas,Darius,Yasuo,Lucian",(Red Team)
"Ryze,Gragas,Irelia,Xayah,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3340831117&summonerId=41913808&gameTime=1536777066,(Red Team),"Aatrox,Xin Zhao,Yasuo,Varus,Morgana",(Blue Team)
"Aatrox,Taliyah,Yasuo,Lucian,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3340807397&summonerId=41913808&gameTime=1536782520,(Blue Team),"Ryze,Kindred,Jayce,Ezreal,Pyke",(Red Team)
"Xin Zhao,Camille,Poppy,Akali,Jinx",http://www.op.gg/summoner/matches/ajax/detail/gameId=3340776402&summonerId=41913808&gameTime=1536773771,(Red Team),"Nautilus,Tristana,Kassadin,Taliyah,Alistar",(Blue Team)
"Kassadin,Gragas,Alistar,Karthus,Lucian",http://www.op.gg/summoner/matches/ajax/detail/gameId=3341208493&summonerId=41913808&gameTime=1536833953,(Blue Team),"Varus,Kindred,Akali,Shen,Urgot",(Red Team)
"Gragas,Taliyah,Galio,Draven,Thresh",http://www.op.gg/summoner/matches/ajax/detail/gameId=3340834200&summonerId=41913808&gameTime=1536779459,(Blue Team),"Urgot,Nidalee,Jayce,Yasuo,Soraka",(Red Team)
"Jayce,Xin Zhao,Yasuo,Varus,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3341174027&summonerId=41913808&gameTime=1536830489,(Blue Team),"Urgot,Kindred,Ahri,Lucian,Tahm Kench",(Red Team)
"Urgot,Kindred,LeBlanc,Ezreal,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3339483140&summonerId=41913808&gameTime=1536694041,(Blue Team),"Swain,Gragas,Jayce,Lucian,Braum",(Red Team)
"Ezreal,Gragas,Aatrox,Jax,Olaf",http://www.op.gg/summoner/matches/ajax/detail/gameId=3339892185&summonerId=41913808&gameTime=1536727796,(Blue Team),"Taliyah,Gangplank,Rumble,Irelia,Alistar",(Red Team)
"Kindred,Gragas,Jayce,Aatrox,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3339451590&summonerId=41913808&gameTime=1536689083,(Blue Team),"Miss Fortune,Taliyah,Zed,Braum,Irelia",(Red Team)
"Urgot,Taliyah,Darius,Jhin,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3339453132&summonerId=41913808&gameTime=1536690931,(Blue Team),"Renekton,Zac,Irelia,Kai'Sa,Alistar",(Red Team)
"Soraka,Aatrox,Urgot,Sejuani,Jhin",http://www.op.gg/summoner/matches/ajax/detail/gameId=3338685621&summonerId=41913808&gameTime=1536651350,(Blue Team),"Janna,Xin Zhao,Kai'Sa,Yasuo,Akali",(Red Team)
"Alistar,Twitch,Xin Zhao,Lulu,Urgot",http://www.op.gg/summoner/matches/ajax/detail/gameId=3338669190&summonerId=41913808&gameTime=1536652613,(Red Team),"Jax,LeBlanc,Gragas,Lee Sin,Kai'Sa",(Blue Team)
"Gangplank,Gragas,Yasuo,Ezreal,Tahm Kench",http://www.op.gg/summoner/matches/ajax/detail/gameId=3338524311&summonerId=41913808&gameTime=1536608627,(Blue Team),"Vladimir,Graves,Irelia,Xayah,Rakan",(Red Team)
"Jinx,Gangplank,Gragas,Aatrox,Kayn",http://www.op.gg/summoner/matches/ajax/detail/gameId=3338709727&summonerId=41913808&gameTime=1536654623,(Blue Team),"Rakan,Vladimir,Kai'Sa,Taliyah,Urgot",(Red Team)
"Ryze,Xin Zhao,LeBlanc,Ashe,Morgana",http://www.op.gg/summoner/matches/ajax/detail/gameId=3338507662&summonerId=41913808&gameTime=1536601901,(Red Team),"Urgot,Taliyah,Irelia,Lucian,Alistar",(Blue Team)
"Irelia,Shen,Ryze,Nunu & Willump,Kai'Sa",http://www.op.gg/summoner/matches/ajax/detail/gameId=3339425824&summonerId=41913808&gameTime=1536685486,(Blue Team),"Gragas,Elise,Sion,Yasuo,Renekton",(Red Team)
"Alistar,Taliyah,Akali,Jinx,Malphite",http://www.op.gg/summoner/matches/ajax/detail/gameId=3339075157&summonerId=41913808&gameTime=1536673582,(Red Team),"Lee Sin,Rakan,Ryze,Kai'Sa,Illaoi",(Blue Team)
"Kai'Sa,Quinn,Yasuo,Taliyah,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3338436407&summonerId=41913808&gameTime=1536594570,(Red Team),"Gragas,Irelia,Nidalee,Twitch,Aatrox",(Blue Team)
"Lee Sin,Alistar,Syndra,Yasuo,Urgot",http://www.op.gg/summoner/matches/ajax/detail/gameId=3338532210&summonerId=41913808&gameTime=1536605554,(Blue Team),"Thresh,Gragas,Irelia,Twitch,Lulu",(Red Team)
"Taliyah,Varus,Fizz,Alistar,Urgot",http://www.op.gg/summoner/matches/ajax/detail/gameId=3338450805&summonerId=41913808&gameTime=1536592376,(Blue Team),"Poppy,Xin Zhao,Akali,Syndra,Yasuo",(Red Team)
"Irelia,Jayce,Kai'Sa,Vladimir,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3338464509&summonerId=41913808&gameTime=1536598153,(Blue Team),"Fiora,Gragas,Malphite,Ryze,Pyke",(Red Team)
"Ryze,Taliyah,Aatrox,Kai'Sa,Blitzcrank",http://www.op.gg/summoner/matches/ajax/detail/gameId=3338467607&summonerId=41913808&gameTime=1536600063,(Blue Team),"Vladimir,Jayce,Akali,Twitch,Braum",(Red Team)
"Irelia,Taliyah,Urgot,Kai'Sa,Tahm Kench",http://www.op.gg/summoner/matches/ajax/detail/gameId=3338387127&summonerId=41913808&gameTime=1536590760,(Blue Team),"Quinn,Kindred,Galio,Ashe,Alistar",(Red Team)
"Lucian,Lux,Xin Zhao,Rakan,Sion",http://www.op.gg/summoner/matches/ajax/detail/gameId=3338074424&summonerId=41913808&gameTime=1536569694,(Red Team),"Ryze,Varus,Olaf,Urgot,Janna",(Blue Team)
"Urgot,Sejuani,Irelia,Ezreal,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3337591592&summonerId=41913808&gameTime=1536521277,(Blue Team),"Ryze,Trundle,Aatrox,Xayah,Gragas",(Red Team)
"Urgot,Alistar,Taliyah,Yasuo,Morgana",http://www.op.gg/summoner/matches/ajax/detail/gameId=3337567514&summonerId=41913808&gameTime=1536518984,(Blue Team),"Ryze,Poppy,Olaf,Kassadin,Gragas",(Red Team)
"Aatrox,Twitch,Gragas,Yasuo,Tahm Kench",http://www.op.gg/summoner/matches/ajax/detail/gameId=3338459950&summonerId=41913808&gameTime=1536596123,(Blue Team),"Sivir,Vladimir,Irelia,Lee Sin,Pyke",(Red Team)
"Urgot,Taliyah,Aatrox,Yasuo,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3338329633&summonerId=41913808&gameTime=1536588941,(Red Team),"Gnar,Gragas,Irelia,Lucian,Rakan",(Blue Team)
"Aatrox,Xin Zhao,Ryze,Varus,Braum",http://www.op.gg/summoner/matches/ajax/detail/gameId=3339428174&summonerId=41913808&gameTime=1536687704,(Red Team),"Sion,Taliyah,Jayce,Kai'Sa,Alistar",(Blue Team)
"Cho'Gath,Xin Zhao,Aatrox,Ashe,Tahm Kench",http://www.op.gg/summoner/matches/ajax/detail/gameId=3337528087&summonerId=41913808&gameTime=1536516829,(Red Team),"Ryze,Gragas,Yasuo,Jinx,Morgana",(Blue Team)
"Quinn,Kindred,Twisted Fate,Poppy,Sejuani",http://www.op.gg/summoner/matches/ajax/detail/gameId=3322491764&summonerId=57541180&gameTime=1535304098,(Blue Team),"Aatrox,Gragas,LeBlanc,Kai'Sa,Pyke",(Red Team)
"Maokai,Evelynn,Aatrox,Jhin,Bard",http://www.op.gg/summoner/matches/ajax/detail/gameId=3336384827&summonerId=41913808&gameTime=1536433339,(Red Team),"Ryze,Lee Sin,Irelia,Lucian,Alistar",(Blue Team)
"Jayce,Taliyah,Urgot,Ezreal,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3336764520&summonerId=41913808&gameTime=1536468868,(Blue Team),"Gangplank,Gragas,Ryze,Yasuo,Thresh",(Red Team)
"Irelia,Gragas,Yasuo,Lucian,Braum",http://www.op.gg/summoner/matches/ajax/detail/gameId=3337119195&summonerId=41913808&gameTime=1536488606,(Red Team),"Akali,Taliyah,Urgot,Tristana,Alistar",(Blue Team)
"Sion,Camille,Zoe,Yasuo,Shen",http://www.op.gg/summoner/matches/ajax/detail/gameId=3322407213&summonerId=57541180&gameTime=1535300972,(Blue Team),"Aatrox,Lee Sin,Karthus,Miss Fortune,Pyke",(Red Team)
"Urgot,Darius,Yasuo,Taliyah,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3338060901&summonerId=41913808&gameTime=1536568082,(Red Team),"Irelia,Jax,Gragas,Lucian,Tahm Kench",(Blue Team)
"Gangplank,Kai'Sa,Yasuo,Shen,Taliyah",http://www.op.gg/summoner/matches/ajax/detail/gameId=3322236006&summonerId=57541180&gameTime=1535289218,(Blue Team),"Zyra,Kindred,Urgot,Kassadin,Varus",(Red Team)
"Kai'Sa,Aatrox,Pyke,Singed,Camille",http://www.op.gg/summoner/matches/ajax/detail/gameId=3322197558&summonerId=57541180&gameTime=1535286831,(Red Team),"Jayce,Tahm Kench,Cho'Gath,Jhin,Gragas",(Blue Team)
"Gangplank,Lee Sin,Viktor,Swain,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3336347815&summonerId=41913808&gameTime=1536435792,(Blue Team),"Rumble,Kindred,Aatrox,Kai'Sa,Gragas",(Red Team)
"Trundle,Shen,Yasuo,Urgot,Vladimir",http://www.op.gg/summoner/matches/ajax/detail/gameId=3321895089&summonerId=57541180&gameTime=1535277839,(Blue Team),"Jayce,LeBlanc,Gragas,Kai'Sa,Rakan",(Red Team)
"Camille,Lee Sin,Jayce,Ezreal,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3322119166&summonerId=57541180&gameTime=1535284779,(Red Team),"Malphite,Nidalee,Zoe,Tristana,Swain",(Blue Team)
"Rakan,Syndra,Ezreal,Gangplank,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3321761097&summonerId=57541180&gameTime=1535274673,(Blue Team),"Twisted Fate,Aatrox,Camille,Yasuo,Tahm Kench",(Red Team)
"Shen,Xin Zhao,Zoe,Yasuo,Gragas",http://www.op.gg/summoner/matches/ajax/detail/gameId=3321521370&summonerId=57541180&gameTime=1535267852,(Blue Team),"Aatrox,Taliyah,Galio,Twitch,Morgana",(Red Team)
"Gragas,Lee Sin,Irelia,Kai'Sa,Shen",http://www.op.gg/summoner/matches/ajax/detail/gameId=3321642582&summonerId=57541180&gameTime=1535272887,(Red Team),"Gangplank,Kindred,LeBlanc,Xayah,Rakan",(Blue Team)
"Darius,Gragas,Jayce,Yasuo,Alistar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3321737978&summonerId=57541180&gameTime=1535276544,(Blue Team),"Poppy,Graves,Zoe,Ryze,Leona",(Red Team)
"Trundle,Irelia,Yasuo,Gnar,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3322051034&summonerId=57541180&gameTime=1535279516,(Blue Team),"Gragas,Kai'Sa,Xin Zhao,Kennen,Darius",(Red Team)
"Kennen,Kindred,Irelia,Ezreal,Rakan",http://www.op.gg/summoner/matches/ajax/detail/gameId=3322266543&summonerId=57541180&gameTime=1535291915,(Red Team),"Renekton,Xin Zhao,Akali,Varus,Tahm Kench",(Blue Team)
"Akali,Nocturne,LeBlanc,Kai'Sa,Pyke",http://www.op.gg/summoner/matches/ajax/detail/gameId=3321591227&summonerId=57541180&gameTime=1535270408,(Red Team),"Kennen,Gragas,Irelia,Miss Fortune,Tahm Kench",(Blue Team)
"Camille,Rakan,LeBlanc,Yasuo,Poppy",http://www.op.gg/summoner/matches/ajax/detail/gameId=3321459781&summonerId=57541180&gameTime=1535264964,(Blue Team),"Ryze,Thresh,Evelynn,Jayce,Varus",(Red Team)
"Cho'Gath,Kindred,Orianna,Ezreal,Braum",http://www.op.gg/summoner/matches/ajax/detail/gameId=3321121460&summonerId=57541180&gameTime=1535219889,(Red Team),"Ryze,Xin Zhao,Aatrox,Varus,Tahm Kench",(Blue Team)
"Jayce,Irelia,Sejuani,Pyke,Darius",http://www.op.gg/summoner/matches/ajax/detail/gameId=3321440487&summonerId=57541180&gameTime=1535262014,(Blue Team),"Teemo,Camille,Quinn,LeBlanc,Lucian",(Red Team)
"Kai'Sa,Shen,Gragas,Karthus,Fiora",http://www.op.gg/summoner/matches/ajax/detail/gameId=3321057393&summonerId=57541180&gameTime=1535216238,(Red Team),"Aatrox,Vladimir,Xin Zhao,Rakan,Tristana",(Blue Team)
"Kai'Sa,Akali,Gragas,Morgana,Cho'Gath",http://www.op.gg/summoner/matches/ajax/detail/gameId=3321375761&summonerId=57541180&gameTime=1535260661,(Blue Team),"Irelia,Taliyah,Rakan,Ornn,Xayah",(Red Team)
"Yasuo,Gragas,Taliyah,Jayce,Malzahar",http://www.op.gg/summoner/matches/ajax/detail/gameId=3368030220&summonerId=54692988&gameTime=1538561845,(Blue Team),"LeBlanc,Irelia,Lee Sin,Lucian,Shen",(Red Team)
