'gameid','gametype','blue','red','resulta','url'
'3214010160','Ranked Solo','Lulu,Graves,Malphite,Kai''Sa,Shen','Xayah,Yasuo,Xin Zhao,Zoe,Alistar','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214010160&summonerId=56951349&gameTime=1527002427'
'3214010160','Ranked Solo','Lulu,Graves,Malphite,Kai''Sa,Shen','Xayah,Yasuo,Xin Zhao,Zoe,Alistar','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214010160&summonerId=56951349&gameTime=1527002427'
'3214014966','Ranked Solo','Kennen,Talon,Graves,Ezreal,Braum','Vladimir,Jayce,Thresh,Xayah,Xin Zhao','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214014966&summonerId=25260179&gameTime=1527004546'
'3214014966','Ranked Solo','Kennen,Talon,Graves,Ezreal,Braum','Vladimir,Jayce,Thresh,Xayah,Xin Zhao','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214014966&summonerId=25260179&gameTime=1527004546'
'3214014966','Ranked Solo','Kennen,Talon,Graves,Ezreal,Braum','Vladimir,Jayce,Thresh,Xayah,Xin Zhao','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214014966&summonerId=56951349&gameTime=1527004546'
'3214014966','Ranked Solo','Kennen,Talon,Graves,Ezreal,Braum','Vladimir,Jayce,Thresh,Xayah,Xin Zhao','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214014966&summonerId=56951349&gameTime=1527004546'
'3214030105','Ranked Solo','Jhin,Lee Sin,Karma,Malzahar,Jayce','Tahm Kench,Trundle,Yasuo,Caitlyn,Akali','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214030105&summonerId=56921556&gameTime=1527002082'
'3214100760','Ranked Solo','Irelia,Olaf,Vladimir,Kai''Sa,Nautilus','Malphite,Camille,Ryze,Kog''Maw,Alistar','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214100760&summonerId=41913808&gameTime=1527006837'
'3214100760','Ranked Solo','Irelia,Olaf,Vladimir,Kai''Sa,Nautilus','Malphite,Camille,Ryze,Kog''Maw,Alistar','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214100760&summonerId=41913808&gameTime=1527006837'
'3214100760','Ranked Solo','Irelia,Olaf,Vladimir,Kai''Sa,Nautilus','Malphite,Camille,Ryze,Kog''Maw,Alistar','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214100760&summonerId=64250795&gameTime=1527006837'
'3214100760','Ranked Solo','Irelia,Olaf,Vladimir,Kai''Sa,Nautilus','Malphite,Camille,Ryze,Kog''Maw,Alistar','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214100760&summonerId=64250795&gameTime=1527006837'
'3214107117','Ranked Solo','Xin Zhao,Ezreal,Camille,LeBlanc,Alistar','Kai''Sa,Gnar,Skarner,Zoe,Tahm Kench','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214107117&summonerId=25260179&gameTime=1527010179'
'3214107547','Ranked Solo','Rakan,Lee Sin,Renekton,Xayah,Zoe','Xin Zhao,Kai''Sa,Irelia,Shen,Nautilus','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214107547&summonerId=41913808&gameTime=1527010114'
'3214107547','Ranked Solo','Rakan,Lee Sin,Renekton,Xayah,Zoe','Xin Zhao,Kai''Sa,Irelia,Shen,Nautilus','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214107547&summonerId=41913808&gameTime=1527010114'
'3214107547','Ranked Solo','Rakan,Lee Sin,Renekton,Xayah,Zoe','Xin Zhao,Kai''Sa,Irelia,Shen,Nautilus','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214107547&summonerId=64250795&gameTime=1527010114'
'3214107547','Ranked Solo','Rakan,Lee Sin,Renekton,Xayah,Zoe','Xin Zhao,Kai''Sa,Irelia,Shen,Nautilus','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214107547&summonerId=64250795&gameTime=1527010114'
'3214130203','Ranked Solo','Zilean,Kindred,Ornn,Kog''Maw,Thresh','Shen,Graves,Twisted Fate,Kai''Sa,Janna','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214130203&summonerId=25260179&gameTime=1527006715'
'3214134192','Ranked Solo','Xin Zhao,Cassiopeia,Cho''Gath,Tristana,Nautilus','Trundle,Braum,Kog''Maw,Vladimir,Ornn','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214134192&summonerId=41913808&gameTime=1527008295'
'3214134192','Ranked Solo','Xin Zhao,Cassiopeia,Cho''Gath,Tristana,Nautilus','Trundle,Braum,Kog''Maw,Vladimir,Ornn','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214134192&summonerId=41913808&gameTime=1527008295'
'3214134192','Ranked Solo','Xin Zhao,Cassiopeia,Cho''Gath,Tristana,Nautilus','Trundle,Braum,Kog''Maw,Vladimir,Ornn','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214134192&summonerId=64250795&gameTime=1527008295'
'3214134192','Ranked Solo','Xin Zhao,Cassiopeia,Cho''Gath,Tristana,Nautilus','Trundle,Braum,Kog''Maw,Vladimir,Ornn','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214134192&summonerId=64250795&gameTime=1527008295'
'3214168596','Ranked Solo','Camille,Lee Sin,LeBlanc,Ezreal,Shen','Irelia,Xin Zhao,Vladimir,Vayne,Alistar','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214168596&summonerId=41913808&gameTime=1527011996'
'3214230221','Ranked Solo','Jayce,Nidalee,Irelia,Lucian,Blitzcrank','Sion,Graves,Poppy,Ezreal,Alistar','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214230221&summonerId=64250795&gameTime=1527012015'
'3214230221','Ranked Solo','Jayce,Nidalee,Irelia,Lucian,Blitzcrank','Sion,Graves,Poppy,Ezreal,Alistar','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214230221&summonerId=64250795&gameTime=1527012015'
'3214230221','Ranked Solo','Jayce,Nidalee,Irelia,Lucian,Blitzcrank','Sion,Graves,Poppy,Ezreal,Alistar','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214230221&summonerId=25260179&gameTime=1527012015'
'3214230221','Ranked Solo','Jayce,Nidalee,Irelia,Lucian,Blitzcrank','Sion,Graves,Poppy,Ezreal,Alistar','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214230221&summonerId=25260179&gameTime=1527012015'
'3214232081','Ranked Solo','Irelia,Nidalee,Zoe,Vayne,Janna','Camille,Lee Sin,Blitzcrank,Yasuo,Ezreal','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214232081&summonerId=64250795&gameTime=1527013813'
'3214232081','Ranked Solo','Irelia,Nidalee,Zoe,Vayne,Janna','Camille,Lee Sin,Blitzcrank,Yasuo,Ezreal','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214232081&summonerId=64250795&gameTime=1527013813'
'3214232081','Ranked Solo','Irelia,Nidalee,Zoe,Vayne,Janna','Camille,Lee Sin,Blitzcrank,Yasuo,Ezreal','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214232081&summonerId=25260179&gameTime=1527013813'
'3214232081','Ranked Solo','Irelia,Nidalee,Zoe,Vayne,Janna','Camille,Lee Sin,Blitzcrank,Yasuo,Ezreal','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214232081&summonerId=25260179&gameTime=1527013813'
'3214235521','Ranked Solo','Gangplank,Lee Sin,Yasuo,Ezreal,Alistar','Karma,Rek''Sai,Fizz,Kai''Sa,Thresh','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214235521&summonerId=64250795&gameTime=1527018388'
'3214251195','Ranked Solo','Fiora,Kha''Zix,Zoe,Jhin,Thresh','Irelia,Xin Zhao,Vladimir,Ezreal,Tahm Kench','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214251195&summonerId=41913808&gameTime=1527014524'
'3214253424','Ranked Solo','Tristana,Ryze,Taric,Xin Zhao,Camille','Dr. Mundo,Zyra,Twisted Fate,Ezreal,Jax','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214253424&summonerId=64250795&gameTime=1527015986'
'3214432909','Ranked Solo','Trundle,Kennen,Irelia,Ezreal,Janna','Alistar,Kha''Zix,Darius,Varus,Renekton','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214432909&summonerId=56951349&gameTime=1527046832'
'3214437023','Ranked Solo','Braum,Darius,Kog''Maw,Shaco,Vladimir','Karma,Nocturne,Poppy,Kai''Sa,Soraka','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214437023&summonerId=64250795&gameTime=1527051369'
'3214491490','Ranked Solo','Gangplank,Olaf,Yasuo,Kai''Sa,Morgana','Darius,Trundle,Renekton,Ezreal,Karma','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214491490&summonerId=56951349&gameTime=1527045150'
'3214495611','Ranked Solo','Poppy,Thresh,Graves,Ezreal,Lulu','Kog''Maw,Xin Zhao,Janna,Vel''Koz,Irelia','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214495611&summonerId=64250795&gameTime=1527049530'
'3214745602','Ranked Solo','Poppy,Camille,Zoe,Ezreal,Braum','Darius,Xin Zhao,Irelia,Xayah,Alistar','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214745602&summonerId=41913808&gameTime=1527063270'
'3214769792','Ranked Solo','Fiora,Xin Zhao,Anivia,Ezreal,Shen','Gangplank,Jax,Vladimir,Xayah,Rakan','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214769792&summonerId=41913808&gameTime=1527065378'
'3214804605','Ranked Solo','Camille,Skarner,Yasuo,Xayah,Shen','Fiora,Olaf,Zoe,Ezreal,Rakan','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214804605&summonerId=41913808&gameTime=1527067842'
'3214852637','Ranked Solo','Ryze,Caitlyn,Morgana,Singed,Camille','Trundle,Irelia,Ezreal,Jax,Janna','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214852637&summonerId=56951349&gameTime=1527070676'
'3214855874','Ranked Solo','Ezreal,Graves,Swain,Soraka,Rumble','Ryze,Kha''Zix,Morgana,Jax,Varus','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214855874&summonerId=64250795&gameTime=1527072916'
'3214855874','Ranked Solo','Ezreal,Graves,Swain,Soraka,Rumble','Ryze,Kha''Zix,Morgana,Jax,Varus','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214855874&summonerId=64250795&gameTime=1527072916'
'3214855874','Ranked Solo','Ezreal,Graves,Swain,Soraka,Rumble','Ryze,Kha''Zix,Morgana,Jax,Varus','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214855874&summonerId=56951349&gameTime=1527072916'
'3214855874','Ranked Solo','Ezreal,Graves,Swain,Soraka,Rumble','Ryze,Kha''Zix,Morgana,Jax,Varus','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214855874&summonerId=56951349&gameTime=1527072916'
'3214871904','Ranked Solo','Rumble,Jax,Irelia,Varus,Karma','Cho''Gath,Graves,Yasuo,Ezreal,Morgana','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214871904&summonerId=56951349&gameTime=1527074565'
'3214886556','Ranked Solo','Aatrox,Kindred,Lulu,Ezreal,Alistar','Singed,Graves,Twisted Fate,Caitlyn,Morgana','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214886556&summonerId=56951349&gameTime=1527076505'
'3214922837','Ranked Solo','Jax,Xin Zhao,Irelia,Ashe,Alistar','Fiora,Rek''Sai,Zoe,Tristana,Rakan','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214922837&summonerId=56951349&gameTime=1527078989'
'3214982664','Ranked Solo','Kayn,Lulu,Caitlyn,Ezreal,Camille','Trundle,Janna,Kog''Maw,Malzahar,Renekton','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3214982664&summonerId=56951349&gameTime=1527081743'
'3215009331','Ranked Solo','Gnar,Kha''Zix,Yasuo,Lucian,Zac','Camille,Xin Zhao,Galio,Ezreal,Rakan','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3215009331&summonerId=56951349&gameTime=1527084094'
'3215032633','Ranked Solo','Tristana,Jax,Cassiopeia,Janna,Camille','Graves,LeBlanc,Fiddlesticks,Xayah,Irelia','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3215032633&summonerId=64250795&gameTime=1527084422'
'3215039090','Ranked Solo','Jax,Kha''Zix,Zoe,Jhin,Rakan','Camille,Graves,LeBlanc,Xayah,Alistar','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3215039090&summonerId=41913808&gameTime=1527086568'
'3215050269','Ranked Solo','Camille,Ezreal,Vladimir,Kog''Maw,Lulu','Swain,Xin Zhao,Kassadin,Caitlyn,Alistar','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3215050269&summonerId=41913808&gameTime=1527083738'
'3215050269','Ranked Solo','Camille,Ezreal,Vladimir,Kog''Maw,Lulu','Swain,Xin Zhao,Kassadin,Caitlyn,Alistar','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3215050269&summonerId=41913808&gameTime=1527083738'
'3215050269','Ranked Solo','Camille,Ezreal,Vladimir,Kog''Maw,Lulu','Swain,Xin Zhao,Kassadin,Caitlyn,Alistar','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3215050269&summonerId=25260179&gameTime=1527083738'
'3215050269','Ranked Solo','Camille,Ezreal,Vladimir,Kog''Maw,Lulu','Swain,Xin Zhao,Kassadin,Caitlyn,Alistar','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3215050269&summonerId=25260179&gameTime=1527083738'
'3215094840','Ranked Solo','Fizz,Nocturne,Aatrox,Tahm Kench,Caitlyn','Alistar,Darius,Kindred,Irelia,Xayah','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3215094840&summonerId=41913808&gameTime=1527088214'
'3215098968','Ranked Solo','Aatrox,Nocturne,Zoe,Kai''Sa,Soraka','Fiora,Xin Zhao,Syndra,Ezreal,Janna','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3215098968&summonerId=41913808&gameTime=1527090094'
'3215133201','Ranked Solo','Ornn,Graves,Lulu,Jhin,Alistar','Singed,Xin Zhao,Irelia,Ezreal,Rakan','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3215133201&summonerId=41913808&gameTime=1527091660'
'3215146709','Ranked Solo','Graves,Gragas,Cassiopeia,Irelia,Ezreal','Alistar,Ryze,Xin Zhao,Lucian,Lulu','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3215146709&summonerId=41913808&gameTime=1527093864'
'3215193551','Ranked Solo','Singed,Kha''Zix,Vladimir,Ezreal,Leona','Kennen,Camille,Ryze,Kog''Maw,Lulu','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3215193551&summonerId=64250795&gameTime=1527098884'
'3215197973','Ranked Solo','Katarina,Graves,Alistar,Darius,Caitlyn','Skarner,Jhin,Tryndamere,Lulu,Camille','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3215197973&summonerId=64250795&gameTime=1527102656'
'3215205507','Ranked Solo','Swain,Tristana,Twisted Fate,Morgana,Camille','Kennen,Vladimir,Jhin,Tahm Kench,Graves','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3215205507&summonerId=41913808&gameTime=1527100439'
'3215205934','Ranked Solo','Singed,Nocturne,Zoe,Xayah,Rakan','Gangplank,Nidalee,Ekko,Ezreal,Alistar','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3215205934&summonerId=64250795&gameTime=1527101044'
'3215223532','Ranked Solo','Caitlyn,Xin Zhao,Zoe,Braum,Swain','Gangplank,Ezreal,Yasuo,Skarner,Gragas','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3215223532&summonerId=41913808&gameTime=1527098433'
'3215468724','Ranked Solo','Thresh,Talon,Evelynn,Caitlyn,Fiora','Xin Zhao,Jax,Kai''Sa,Lulu,Blitzcrank','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3215468724&summonerId=64250795&gameTime=1527133110'
'3215477616','Ranked Solo','Darius,Rek''Sai,Vladimir,Kai''Sa,Rakan','Aatrox,Camille,Irelia,Ezreal,Alistar','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3215477616&summonerId=56951349&gameTime=1527132214'
'3215644088','Ranked Solo','Kled,Graves,Aurelion Sol,Jhin,Alistar','Singed,Camille,Lissandra,Lucian,Fiddlesticks','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3215644088&summonerId=56951349&gameTime=1527138466'
'3215661476','Ranked Solo','Yasuo,Dr. Mundo,Lucian,Xin Zhao,Thresh','Camille,Darius,Ezreal,Rakan,Irelia','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3215661476&summonerId=56951349&gameTime=1527136314'
'3215661923','Ranked Solo','Skarner,Kog''Maw,Lulu,Braum,Jax','Xin Zhao,Ezreal,Zoe,Singed,Brand','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3215661923&summonerId=64250795&gameTime=1527137066'
'3215666443','Ranked Solo','Fiora,Graves,Irelia,Kog''Maw,Lulu','Malphite,Skarner,Cassiopeia,Kai''Sa,Nautilus','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3215666443&summonerId=56951349&gameTime=1527140752'
'3215690653','Ranked Solo','Darius,Graves,Lissandra,Jhin,Alistar','Ornn,Camille,Vel''Koz,Caitlyn,Karma','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3215690653&summonerId=56951349&gameTime=1527143916'
'3215742645','Ranked Solo','Vladimir,Xin Zhao,Swain,Kai''Sa,Soraka','Camille,Trundle,Irelia,Caitlyn,Morgana','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3215742645&summonerId=54692988&gameTime=1527150887'
'3215757386','Ranked Solo','Morgana,Caitlyn,LeBlanc,Rek''Sai,Aatrox','Irelia,Rakan,Lissandra,Xayah,Xin Zhao','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3215757386&summonerId=54692988&gameTime=1527152920'
'3215814172','Ranked Solo','Camille,Singed,Alistar,Ryze,Ezreal','Jhin,Graves,Akali,Syndra,Braum','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3215814172&summonerId=56921556&gameTime=1527155623'
'3215842610','Ranked Solo','Karthus,Xin Zhao,Vladimir,Varus,Thresh','Yasuo,Camille,Syndra,Caitlyn,Tahm Kench','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3215842610&summonerId=64250795&gameTime=1527159369'
'3215852204','Ranked Solo','Lulu,Tahm Kench,Singed,Camille,Jhin','Morgana,Ezreal,Rammus,Gangplank,Vladimir','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3215852204&summonerId=66800151&gameTime=1527158871'
'3215908413','Ranked Solo','Skarner,Darius,Ezreal,Zoe,Karma','Graves,Jhin,Soraka,Jax,Fizz','0','http://www.op.gg/summoner/matches/ajax/detail/gameId=3215908413&summonerId=25260179&gameTime=1527164283'
'3215923404','Ranked Solo','Shen,Kai''Sa,Nautilus,Olaf,Karma','Skarner,Sion,Ezreal,Soraka,LeBlanc','1','http://www.op.gg/summoner/matches/ajax/detail/gameId=3215923404&summonerId=25260179&gameTime=1527167137'
