url,two,one,oneTeam,result,twoTeam
http://www.op.gg/summoner/matches/ajax/detail/gameId=3391270255&summonerId=64250795&gameTime=1540129345,(Blue Team),(Red Team),"Gangplank,Camille,Aatrox,Ezreal,Rakan",Defeat,"Ryze,Nocturne,Malzahar,Xayah,Thresh"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3378877925&summonerId=64250795&gameTime=1539284257,(Blue Team),(Red Team),"Jax,Gragas,Irelia,Xayah,Rakan",Victory,"Ryze,Lee Sin,LeBlanc,Kai'Sa,Braum"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3379573781&summonerId=64250795&gameTime=1539342438,(Red Team),(Blue Team),"Aatrox,Gragas,Aurelion Sol,Lucian,Braum",Defeat,"Renekton,Taliyah,Ryze,Xayah,Rakan"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3391208277&summonerId=64250795&gameTime=1540126069,(Blue Team),(Red Team),"Ryze,Camille,Gragas,Jhin,Thresh",Defeat,"Jax,Nidalee,LeBlanc,Xayah,Rakan"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3374345723&summonerId=64250795&gameTime=1538978485,(Blue Team),(Red Team),"Gragas,Ryze,Fiddlesticks,Lucian,Irelia",Victory,"Urgot,Tristana,Taliyah,Aatrox,Alistar"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3385466569&summonerId=64250795&gameTime=1539754228,(Blue Team),(Red Team),"Aatrox,Xin Zhao,Kassadin,Lucian,Alistar",Defeat,"Maokai,Gragas,Ekko,Yasuo,Janna"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3367779125&summonerId=64250795&gameTime=1538550292,(Blue Team),(Red Team),"Fiora,Gragas,Irelia,Ezreal,Pyke",Defeat,"Aatrox,Taliyah,Lissandra,Lucian,Rakan"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3371290443&summonerId=64250795&gameTime=1538803994,(Red Team),(Blue Team),"Urgot,Gragas,Twisted Fate,Kog'Maw,Braum",Defeat,"Renekton,Nidalee,Irelia,Lucian,Alistar"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3374330528&summonerId=64250795&gameTime=1538976310,(Blue Team),(Red Team),"Sion,Lee Sin,LeBlanc,Kai'Sa,Rakan",Defeat,"Urgot,Evelynn,Zoe,Xayah,Gragas"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3367772426&summonerId=64250795&gameTime=1538547776,(Blue Team),(Red Team),"Gragas,Olaf,Darius,Heimerdinger,Karthus",Victory,"Ryze,Poppy,Alistar,Vladimir,Kindred"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3369619200&summonerId=64250795&gameTime=1538672553,(Blue Team),(Red Team),"Urgot,Gragas,Yasuo,Kai'Sa,Shen",Defeat,"Ornn,Evelynn,Twisted Fate,Tristana,Thresh"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3366342572&summonerId=64250795&gameTime=1538460384,(Red Team),(Blue Team),"Kai'Sa,Jax,Fizz,Skarner,Gragas",Defeat,"Kennen,Syndra,Nidalee,Thresh,Jinx"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3366323083&summonerId=64250795&gameTime=1538454723,(Red Team),(Blue Team),"Thresh,Olaf,Kai'Sa,Jayce,LeBlanc",Victory,"Gragas,Xayah,Lulu,Irelia,Tahm Kench"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3366315878&summonerId=64250795&gameTime=1538458073,(Red Team),(Blue Team),"Tristana,Jax,Alistar,Rumble,Taliyah",Defeat,"Lucian,Jayce,Akali,Lee Sin,Poppy"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3366401610&summonerId=64250795&gameTime=1538464080,(Blue Team),(Red Team),"Evelynn,Lucian,Irelia,Alistar,Urgot",Defeat,"Gragas,Xin Zhao,Swain,Kai'Sa,Viktor"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3385483872&summonerId=64250795&gameTime=1539752443,(Red Team),(Blue Team),"Aatrox,Xin Zhao,LeBlanc,Lucian,Nautilus",Defeat,"Poppy,Taliyah,Fizz,Tristana,Thresh"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3366522780&summonerId=64250795&gameTime=1538473185,(Blue Team),(Red Team),"Alistar,Lucian,Fiora,Lee Sin,Vladimir",Defeat,"Irelia,Ezreal,Nidalee,Aatrox,Tahm Kench"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3366366650&summonerId=64250795&gameTime=1538462492,(Red Team),(Blue Team),"Lucian,Irelia,Skarner,Gragas,Urgot",Defeat,"Darius,Lulu,Kai'Sa,Graves,LeBlanc"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3365485575&summonerId=64250795&gameTime=1538390861,(Blue Team),(Red Team),"Gangplank,Camille,Galio,Jhin,Gragas",Defeat,"Jax,Taliyah,Twisted Fate,Yasuo,Alistar"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3385989263&summonerId=36990696&gameTime=1539787478,(Red Team),(Blue Team),"Kayn,Aurelion Sol,Xayah,Urgot,Ryze",Defeat,"Zyra,Master Yi,Lissandra,LeBlanc,Vel'Koz"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3391034198&summonerId=36990696&gameTime=1540119563,(Red Team),(Blue Team),"Lissandra,Gragas,Talon,Kai'Sa,Nautilus",Victory,"Kassadin,Zac,Sion,Yasuo,Rakan"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3384818845&summonerId=36990696&gameTime=1539706074,(Red Team),(Blue Team),"Lucian,Veigar,Urgot,Blitzcrank,Zed",Victory,"Gangplank,LeBlanc,Maokai,Brand,Vel'Koz"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3386986398&summonerId=36990696&gameTime=1539868644,(Blue Team),(Red Team),"Yasuo,Gragas,Lissandra,Xayah,Rakan",Defeat,"Lee Sin,Zoe,Aatrox,Pyke,Kai'Sa"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3388169723&summonerId=36990696&gameTime=1539956404,(Red Team),(Blue Team),"Xayah,Galio,Camille,Leona,Gragas",Victory,"Lee Sin,Syndra,Kai'Sa,Rakan,Fiora"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3384795998&summonerId=36990696&gameTime=1539704280,(Red Team),(Blue Team),"Akali,Diana,Camille,Sejuani,Corki",Victory,"Cho'Gath,Zilean,Wukong,Fiddlesticks,Brand"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3386004051&summonerId=36990696&gameTime=1539788689,(Blue Team),(Red Team),"Zoe,Vayne,Leona,Ryze,Yasuo",Victory,"Teemo,Soraka,Lulu,Kai'Sa,Maokai"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3385928143&summonerId=36990696&gameTime=1539784651,(Red Team),(Blue Team),"Urgot,Taliyah,Ryze,Lucian,Rakan",Victory,"Tahm Kench,Xin Zhao,Aatrox,Yasuo,Alistar"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3384494400&summonerId=36990696&gameTime=1539693869,(Red Team),(Blue Team),"Twisted Fate,Kindred,Urgot,Thresh,Lucian",Defeat,"Ezreal,Darius,LeBlanc,Lee Sin,Alistar"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3388270134&summonerId=36990696&gameTime=1539958617,(Red Team),(Blue Team),"Sion,Nidalee,LeBlanc,Xayah,Rakan",Defeat,"Urgot,Taliyah,Kassadin,Ezreal,Alistar"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3382922501&summonerId=36990696&gameTime=1539533382,(Blue Team),(Red Team),"Sion,Gragas,Syndra,Kai'Sa,Alistar",Victory,"Urgot,Taliyah,Jayce,Ezreal,Rakan"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3382777603&summonerId=36990696&gameTime=1539526128,(Red Team),(Blue Team),"Malzahar,Aatrox,Taliyah,Rakan,Xayah",Defeat,"Zed,Rumble,Draven,Gragas,Thresh"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3383982966&summonerId=36990696&gameTime=1539618526,(Red Team),(Blue Team),"Taliyah,Lux,Kennen,Singed,Viktor",Defeat,"Veigar,Lee Sin,Sivir,Tristana,Maokai"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3381205708&summonerId=36990696&gameTime=1539436990,(Red Team),(Blue Team),"Singed,Volibear,Aatrox,Camille,Tristana",Victory,"Xin Zhao,Alistar,Quinn,Kai'Sa,Ryze"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3379694397&summonerId=36990696&gameTime=1539348421,(Blue Team),(Red Team),"Urgot,Taliyah,LeBlanc,Xayah,Braum",Defeat,"Ryze,Gragas,Zoe,Kai'Sa,Pyke"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3377615287&summonerId=36990696&gameTime=1539179166,(Blue Team),(Red Team),"Lissandra,Taliyah,Irelia,Kai'Sa,Shen",Defeat,"Urgot,Gragas,Vladimir,Xayah,Alistar"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3383940517&summonerId=36990696&gameTime=1539616493,(Red Team),(Blue Team),"Skarner,Ryze,Thresh,Volibear,Draven",Victory,"Yorick,Lux,Fiddlesticks,Aatrox,Darius"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3379037438&summonerId=64250795&gameTime=1539326388,(Red Team),(Blue Team),"Sion,Camille,Syndra,Lucian,Braum",Defeat,"Jax,Xin Zhao,Ryze,Tristana,Thresh"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3391522696&summonerId=25260179&gameTime=1540148466,(Red Team),(Blue Team),"Varus,Pyke,Jayce,Taliyah,Akali",Defeat,"Viktor,Camille,Tahm Kench,Irelia,Kai'Sa"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3376806870&summonerId=36990696&gameTime=1539117878,(Blue Team),(Red Team),"Master Yi,Sivir,Gnar,Zed,Malzahar",Defeat,"Lux,Gangplank,Singed,Caitlyn,Rek'Sai"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3377808499&summonerId=36990696&gameTime=1539200306,(Blue Team),(Red Team),"Shen,Miss Fortune,Nasus,Sion,Galio",Victory,"Azir,Kog'Maw,Lee Sin,Kalista,Janna"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3391469763&summonerId=25260179&gameTime=1540147013,(Red Team),(Blue Team),"Fiora,Camille,Karthus,Xayah,Nautilus",Victory,"Aatrox,Nocturne,Akali,Lucian,Gragas"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3391413114&summonerId=25260179&gameTime=1540137287,(Red Team),(Blue Team),"Darius,Gragas,Jax,Yasuo,Rakan",Victory,"Ryze,Camille,Aatrox,Mordekaiser,Alistar"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3391474263&summonerId=25260179&gameTime=1540143257,(Red Team),(Blue Team),"Akali,Lee Sin,Karthus,Yasuo,Rakan",Defeat,"Viktor,Xin Zhao,Aatrox,Kai'Sa,Thresh"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3391543457&summonerId=25260179&gameTime=1540150693,(Blue Team),(Red Team),"Kled,Taliyah,Aatrox,Ezreal,Thresh",Defeat,"Viktor,Lee Sin,Ryze,Tristana,Rakan"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3391427339&summonerId=25260179&gameTime=1540139753,(Red Team),(Blue Team),"Viktor,Graves,Akali,Jhin,Gragas",Victory,"Gangplank,Camille,Irelia,Kai'Sa,Alistar"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3391351644&summonerId=25260179&gameTime=1540131583,(Red Team),(Blue Team),"Urgot,Xin Zhao,Lissandra,Kalista,Thresh",Defeat,"Gragas,Camille,Syndra,Kai'Sa,Braum"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3391329919&summonerId=25260179&gameTime=1540133235,(Red Team),(Blue Team),"Urgot,Lee Sin,Galio,Kai'Sa,Malzahar",Victory,"Camille,Gragas,Irelia,Vayne,Shen"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3391285756&summonerId=25260179&gameTime=1540129683,(Blue Team),(Red Team),"Fiora,Nidalee,Irelia,Lucian,Thresh",Victory,"Urgot,Camille,Nocturne,Kai'Sa,Gragas"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3391230879&summonerId=25260179&gameTime=1540126321,(Blue Team),(Red Team),"Camille,Taliyah,Galio,Xayah,Shen",Victory,"Jayce,Olaf,Zoe,Lucian,Rakan"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3391106262&summonerId=25260179&gameTime=1540123169,(Blue Team),(Red Team),"Poppy,Xin Zhao,Karthus,Kai'Sa,Thresh",Defeat,"Aatrox,Lee Sin,Lulu,Swain,Shen"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3391160749&summonerId=25260179&gameTime=1540125119,(Blue Team),(Red Team),"Sion,Taliyah,Aatrox,Xayah,Shen",Victory,"Urgot,Camille,Swain,Kai'Sa,Thresh"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3388491339&summonerId=25260179&gameTime=1539972016,(Blue Team),(Red Team),"Alistar,Aatrox,Ezreal,Irelia,Nidalee",Victory,"Taliyah,Akali,Leona,Swain,Darius"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3391249339&summonerId=25260179&gameTime=1540128221,(Red Team),(Blue Team),"Urgot,Nidalee,Viktor,Ezreal,Gragas",Defeat,"Irelia,Evelynn,Kassadin,Kai'Sa,Thresh"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3391395118&summonerId=25260179&gameTime=1540134899,(Blue Team),(Red Team),"Akali,Xin Zhao,Ryze,Kai'Sa,Rakan",Victory,"Sion,Nidalee,Irelia,Xayah,Leona"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3388394721&summonerId=25260179&gameTime=1539967011,(Red Team),(Blue Team),"Irelia,Gragas,Ryze,Xayah,Thresh",Defeat,"Gangplank,Nidalee,Jax,Orianna,Tahm Kench"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3388365508&summonerId=25260179&gameTime=1539964712,(Blue Team),(Red Team),"Camille,Xin Zhao,Ryze,Xayah,Brand",Victory,"Poppy,Nidalee,Kassadin,Kai'Sa,Leona"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3388306366&summonerId=25260179&gameTime=1539962445,(Blue Team),(Red Team),"Thresh,Lucian,Ryze,Xin Zhao,Aatrox",Defeat,"Kai'Sa,Tahm Kench,Gragas,Lee Sin,LeBlanc"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3388486439&summonerId=25260179&gameTime=1539975016,(Blue Team),(Red Team),"Irelia,Aatrox,Elise,Gragas,Lucian",Defeat,"LeBlanc,Kindred,Swain,Janna,Sion"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3385464946&summonerId=41913808&gameTime=1539753140,(Red Team),(Blue Team),"Irelia,Gragas,Ekko,Miss Fortune,Alistar",Defeat,"Fiora,Xin Zhao,Swain,Kai'Sa,Rakan"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3388509645&summonerId=25260179&gameTime=1539976642,(Blue Team),(Red Team),"Yasuo,Kindred,Viktor,Gragas,Zoe",Defeat,"Ryze,Ashe,Nunu & Willump,Morgana,Wukong"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3386851155&summonerId=41913808&gameTime=1539862698,(Red Team),(Blue Team),"Renekton,Xin Zhao,Akali,Lucian,Leona",Victory,"Irelia,Gragas,Malzahar,Xayah,Rakan"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3383975664&summonerId=41913808&gameTime=1539619088,(Red Team),(Blue Team),"Gangplank,Camille,Syndra,Lucian,Fiddlesticks",Defeat,"Ryze,Kindred,Lissandra,Kai'Sa,Poppy"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3381152003&summonerId=41913808&gameTime=1539433991,(Blue Team),(Red Team),"Camille,Swain,Kalista,Thresh,Jarvan IV",Defeat,"Rengar,Irelia,Ryze,Twitch,Morgana"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3371497176&summonerId=41913808&gameTime=1538808545,(Red Team),(Blue Team),"Renekton,Lee Sin,Yasuo,Ezreal,Rakan",Victory,"Poppy,Nidalee,Veigar,Xayah,Leona"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3386252015&summonerId=41913808&gameTime=1539836984,(Blue Team),(Red Team),"Poppy,Gragas,Yasuo,Tristana,Braum",Victory,"Darius,Lee Sin,Ryze,Kai'Sa,Alistar"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3381302476&summonerId=41913808&gameTime=1539441306,(Blue Team),(Red Team),"Maokai,Evelynn,Irelia,Ezreal,Lux",Defeat,"Nasus,Lee Sin,Yasuo,Lucian,Zilean"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3381100807&summonerId=41913808&gameTime=1539431829,(Blue Team),(Red Team),"Xayah,LeBlanc,Leona,Gragas,Jayce",Victory,"Shen,Syndra,Camille,Ezreal,Aatrox"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3385035762&summonerId=41913808&gameTime=1539716866,(Blue Team),(Red Team),"Kai'Sa,Lux,Lee Sin,LeBlanc,Urgot",Victory,"Lucian,Camille,Gragas,Thresh,Aatrox"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3371450456&summonerId=41913808&gameTime=1538806531,(Blue Team),(Red Team),"Poppy,Lee Sin,Yasuo,Xayah,Rakan",Victory,"Darius,Nidalee,Twisted Fate,Kai'Sa,Leona"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3371290443&summonerId=41913808&gameTime=1538803994,(Blue Team),(Red Team),"Renekton,Nidalee,Irelia,Lucian,Alistar",Victory,"Urgot,Gragas,Twisted Fate,Kog'Maw,Braum"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3371253566&summonerId=41913808&gameTime=1538801988,(Red Team),(Blue Team),"Jayce,Taliyah,Irelia,Lucian,Rakan",Defeat,"Aatrox,Nidalee,Karma,Jinx,Nami"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3370971310&summonerId=41913808&gameTime=1538760136,(Red Team),(Blue Team),"Taliyah,Lucian,Gragas,Zoe,Ryze",Defeat,"Aatrox,Alistar,Tristana,Camille,Akali"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3377577538&summonerId=36990696&gameTime=1539177202,(Red Team),(Blue Team),"Camille,Singed,Ezreal,Thresh,Gragas",Defeat,"Xin Zhao,Lucian,Urgot,Syndra,Alistar"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3370801800&summonerId=41913808&gameTime=1538752361,(Blue Team),(Red Team),"Rakan,Irelia,Xayah,Poppy,Xin Zhao",Victory,"Ekko,Rengar,Alistar,Gangplank,Ryze"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3370838172&summonerId=41913808&gameTime=1538753980,(Red Team),(Blue Team),"Nami,Aatrox,Gangplank,Xayah,Xin Zhao",Defeat,"Akali,Ivern,Taliyah,Janna,Camille"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3370865966&summonerId=41913808&gameTime=1538756447,(Blue Team),(Red Team),"Poppy,Lee Sin,LeBlanc,Camille,Yasuo",Victory,"Ryze,Urgot,Xin Zhao,Kai'Sa,Alistar"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3370958444&summonerId=41913808&gameTime=1538762376,(Red Team),(Blue Team),"Renekton,Taliyah,LeBlanc,Ezreal,Morgana",Victory,"Aatrox,Nidalee,Akali,Lucian,Soraka"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3390995416&summonerId=57541180&gameTime=1540117485,(Blue Team),(Red Team),"Sion,Camille,Swain,Sivir,Gragas",Defeat,"Urgot,Olaf,Malzahar,Kai'Sa,Nautilus"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3390943668&summonerId=57541180&gameTime=1540113602,(Red Team),(Blue Team),"Gangplank,Heimerdinger,Ahri,Fiora,Brand",Defeat,"Singed,Azir,Rengar,Malphite,Nautilus"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3370724841&summonerId=41913808&gameTime=1538749005,(Blue Team),(Red Team),"Urgot,Irelia,Jhin,Zyra,Gragas",Victory,"Akali,Nidalee,Ezreal,Alistar,Poppy"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3389260646&summonerId=57541180&gameTime=1540028722,(Red Team),(Blue Team),"Kassadin,Nunu & Willump,Taliyah,Lee Sin,Twitch",Defeat,"Zilean,Kayn,Jayce,Elise,Aatrox"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3389235623&summonerId=57541180&gameTime=1540030030,(Red Team),(Blue Team),"Akali,Xayah,Caitlyn,Kalista,Gragas",Defeat,"Warwick,Jhin,Morgana,Aurelion Sol,Talon"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3389628670&summonerId=57541180&gameTime=1540042423,(Blue Team),(Red Team),"Ryze,Kayn,Kassadin,Kai'Sa,Bard",Defeat,"Aatrox,Gragas,Vel'Koz,Yasuo,Braum"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3388501537&summonerId=57541180&gameTime=1539972042,(Red Team),(Blue Team),"Corki,Kai'Sa,Kennen,Yasuo,Ahri",Defeat,"Lucian,Gragas,Miss Fortune,Caitlyn,Ashe"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3387351173&summonerId=57541180&gameTime=1539917513,(Blue Team),(Red Team),"Taric,Kha'Zix,Lucian,Vel'Koz,Graves",Defeat,"Orianna,Mordekaiser,Ornn,Tristana,Karma"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3370782306&summonerId=41913808&gameTime=1538750663,(Blue Team),(Red Team),"Urgot,Nidalee,Ryze,Vayne,Thresh",Victory,"Jax,Camille,Ekko,Ezreal,Gragas"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3370905198&summonerId=41913808&gameTime=1538758358,(Blue Team),(Red Team),"Varus,Syndra,Aatrox,Xin Zhao,Alistar",Victory,"Soraka,Akali,Ezreal,Camille,Ryze"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3388478623&summonerId=57541180&gameTime=1539970547,(Red Team),(Blue Team),"Fizz,Azir,Ryze,Ezreal,Soraka",Defeat,"Malphite,Nidalee,Tryndamere,Lulu,Alistar"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3386374617&summonerId=57541180&gameTime=1539848842,(Blue Team),(Red Team),"Kayn,Nami,Janna,Twisted Fate,Trundle",Defeat,"Lee Sin,Morgana,Amumu,Graves,Pantheon"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3391366235&summonerId=57541180&gameTime=1540134579,(Blue Team),(Red Team),"Nunu & Willump,Rumble,Malzahar,Illaoi,Vayne",Defeat,"Zilean,Morgana,Jhin,Azir,Rengar"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3386101347&summonerId=57541180&gameTime=1539795564,(Blue Team),(Red Team),"Singed,Vladimir,Xayah,Graves,Karma",Defeat,"Zilean,Hecarim,LeBlanc,Yasuo,Gnar"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3385834299&summonerId=57541180&gameTime=1539777860,(Red Team),(Blue Team),"Sivir,Corki,Shaco,Renekton,Maokai",Defeat,"Zyra,Nunu & Willump,Yasuo,Taliyah,Nidalee"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3383078922&summonerId=57541180&gameTime=1539575281,(Red Team),(Blue Team),"Heimerdinger,Xerath,Rumble,Kai'Sa,Jinx",Victory,"Sona,Zed,Kayle,Vladimir,Lux"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3381063098&summonerId=57541180&gameTime=1539431135,(Red Team),(Blue Team),"Thresh,Soraka,Fiddlesticks,Maokai,Ashe",Defeat,"Nunu & Willump,Lucian,Nasus,Xerath,Janna"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3386377457&summonerId=57541180&gameTime=1539850786,(Red Team),(Blue Team),"Zyra,Kog'Maw,Lissandra,Zoe,Syndra",Defeat,"Shaco,Sivir,LeBlanc,Tristana,Ekko"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3381017571&summonerId=57541180&gameTime=1539429729,(Blue Team),(Red Team),"Vel'Koz,Brand,Jax,Rakan,Ezreal",Victory,"Singed,Ahri,Kassadin,Galio,Cho'Gath"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3382955735&summonerId=57541180&gameTime=1539540879,(Blue Team),(Red Team),"Kindred,Alistar,Zoe,Ekko,Darius",Defeat,"Irelia,Ezreal,Gragas,Aatrox,Braum"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3391511995&summonerId=56951349&gameTime=1540148994,(Blue Team),(Red Team),"Sejuani,Lucian,Jax,Bard,Ezreal",Defeat,"Lulu,Ezreal,Poppy,Lee Sin,Irelia"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3382909062&summonerId=57541180&gameTime=1539536521,(Red Team),(Blue Team),"Aatrox,Gragas,Kassadin,Yasuo,Thresh",Victory,"Urgot,Nidalee,Lissandra,Cho'Gath,Leona"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3391477343&summonerId=56951349&gameTime=1540144334,(Blue Team),(Red Team),"Rakan,Xayah,Taliyah,Viktor,Irelia",Victory,"Kalista,Jax,Xin Zhao,Aurelion Sol,Lulu"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3382931668&summonerId=57541180&gameTime=1539533712,(Blue Team),(Red Team),"Akali,Camille,Aatrox,Yasuo,Alistar",Defeat,"Renekton,Gragas,Irelia,Kai'Sa,Shen"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3391376232&summonerId=56951349&gameTime=1540135306,(Blue Team),(Red Team),"Akali,Lee Sin,Zoe,Jhin,Rakan",Victory,"Urgot,Gragas,Lissandra,Miss Fortune,Alistar"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3382981743&summonerId=57541180&gameTime=1539538560,(Blue Team),(Red Team),"Gangplank,Gragas,Kassadin,Irelia,Pyke",Victory,"Darius,Camille,Lissandra,Kai'Sa,Alistar"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3391489474&summonerId=56951349&gameTime=1540146280,(Blue Team),(Red Team),"Nami,Lucian,Elise,Irelia,Kassadin",Victory,"Diana,Lux,Poppy,Ezreal,Xin Zhao"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3391318140&summonerId=56951349&gameTime=1540133323,(Blue Team),(Red Team),"Viktor,Xin Zhao,Lissandra,Ezreal,Rakan",Defeat,"Sion,Lee Sin,LeBlanc,Lucian,Gragas"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3391311582&summonerId=56951349&gameTime=1540131104,(Blue Team),(Red Team),"Aatrox,Lee Sin,Lissandra,Ezreal,Rakan",Defeat,"Sion,Nidalee,Ryze,Xayah,Gragas"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3390863710&summonerId=56951349&gameTime=1540112179,(Blue Team),(Red Team),"Lucian,Kayn,Alistar,Garen,Lissandra",Victory,"Kai'Sa,Gragas,Jayce,Kindred,Akali"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3390954047&summonerId=56951349&gameTime=1540114866,(Blue Team),(Red Team),"Aatrox,Kindred,Zed,Xayah,Rakan",Defeat,"Urgot,Xin Zhao,Ekko,Kai'Sa,Tahm Kench"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3390643257&summonerId=56951349&gameTime=1540107606,(Red Team),(Blue Team),"Viktor,Xin Zhao,LeBlanc,Lucian,Braum",Defeat,"Yasuo,Taliyah,Poppy,Ezreal,Pyke"
http://www.op.gg/summoner/matches/ajax/detail/gameId=3389992245&summonerId=56951349&gameTime=1540056380,(Red Team),(Blue Team),"Ashe,Lucian,Jayce,Malzahar,Zilean",Defeat,"Morgana,Illaoi,Taliyah,Kassadin,Kai'Sa"
