"gameid","gametype","blue","red","resulta","url","SPLIT_STR(blue,',', 1)","SPLIT_STR(blue,',', 2)","SPLIT_STR(blue,',', 3)","SPLIT_STR(blue,',', 4)","SPLIT_STR(blue,',', 5)","SPLIT_STR(red,',',1)","SPLIT_STR(red,',',2)","SPLIT_STR(red,',',3)","SPLIT_STR(red,',',4)","SPLIT_STR(red,',',5)"
"3252689506","Ranked Solo","Darius,Nidalee,Zoe,Yasuo,Gragas","Gangplank,Camille,LeBlanc,Swain,Alistar","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3252689506&summonerId=64250795&gameTime=1530038197","Darius","Nidalee","Zoe","Yasuo","Gragas","Gangplank","Camille","LeBlanc","Swain","Alistar"
"3252706891","Ranked Solo","Ezreal,Xin Zhao,Alistar,Malzahar,Singed","Pyke,Lulu,Swain,Olaf,Camille","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3252706891&summonerId=25260179&gameTime=1530036410","Ezreal","Xin Zhao","Alistar","Malzahar","Singed","Pyke","Lulu","Swain","Olaf","Camille"
"3252710982","Ranked Solo","Aatrox,Irelia,Thresh,Lucian,Taliyah","Vladimir,Galio,Shen,Nocturne,Darius","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3252710982&summonerId=25260179&gameTime=1530033133","Aatrox","Irelia","Thresh","Lucian","Taliyah","Vladimir","Galio","Shen","Nocturne","Darius"
"3252714863","Ranked Solo","Vladimir,Dr. Mundo,Gangplank,Pyke,Ryze","Swain,Taliyah,Gragas,Darius,Syndra","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3252714863&summonerId=64250795&gameTime=1530034953","Vladimir","Dr. Mundo","Gangplank","Pyke","Ryze","Swain","Taliyah","Gragas","Darius","Syndra"
"3252716696","Ranked Solo","Darius,Irelia,Camille,Alistar,Zoe","Sejuani,Poppy,Galio,Gragas,Lucian","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3252716696&summonerId=64250795&gameTime=1530036320","Darius","Irelia","Camille","Alistar","Zoe","Sejuani","Poppy","Galio","Gragas","Lucian"
"3252718285","Ranked Solo","Singed,Irelia,Morgana,Graves,Jayce","Rakan,Swain,Olaf,Ezreal,Vladimir","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3252718285&summonerId=66800151&gameTime=1530038008","Singed","Irelia","Morgana","Graves","Jayce","Rakan","Swain","Olaf","Ezreal","Vladimir"
"3252760029","Ranked Solo","Jax,Graves,Yasuo,Ryze,Gragas","Aatrox,Sejuani,Aurelion Sol,Swain,Pyke","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3252760029&summonerId=64250795&gameTime=1530040775","Jax","Graves","Yasuo","Ryze","Gragas","Aatrox","Sejuani","Aurelion Sol","Swain","Pyke"
"3252797119","Ranked Solo","Taliyah,Gragas,Aatrox,Ryze,Lucian","Ezreal,Jax,Rakan,Yasuo,Sejuani","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3252797119&summonerId=41913808&gameTime=1530070245","Taliyah","Gragas","Aatrox","Ryze","Lucian","Ezreal","Jax","Rakan","Yasuo","Sejuani"
"3252798809","Ranked Solo","Jarvan IV,Camille,Talon,Ezreal,Rakan","Irelia,Pyke,Yasuo,Vladimir,Shen","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3252798809&summonerId=66800151&gameTime=1530072729","Jarvan IV","Camille","Talon","Ezreal","Rakan","Irelia","Pyke","Yasuo","Vladimir","Shen"
"3253134560","Ranked Solo","Gangplank,Sejuani,Talon,Ezreal,Karma","Irelia,Camille,Katarina,Heimerdinger,Soraka","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253134560&summonerId=66800151&gameTime=1530078515","Gangplank","Sejuani","Talon","Ezreal","Karma","Irelia","Camille","Katarina","Heimerdinger","Soraka"
"3253150931","Ranked Solo","Gragas,Taliyah,Lissandra,Vladimir,Shen","Aatrox,Sejuani,Talon,Ezreal,Rakan","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253150931&summonerId=66800151&gameTime=1530075689","Gragas","Taliyah","Lissandra","Vladimir","Shen","Aatrox","Sejuani","Talon","Ezreal","Rakan"
"3253159245","Ranked Solo","Morgana,Graves,Talon,Ryze,Swain","Pyke,Poppy,Camille,Ornn,Yasuo","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253159245&summonerId=41913808&gameTime=1530081888","Morgana","Graves","Talon","Ryze","Swain","Pyke","Poppy","Camille","Ornn","Yasuo"
"3253177354","Ranked Solo","Singed,Nocturne,Twisted Fate,Swain,Morgana","Kennen,Graves,Jayce,Vladimir,Alistar","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253177354&summonerId=66800151&gameTime=1530080733","Singed","Nocturne","Twisted Fate","Swain","Morgana","Kennen","Graves","Jayce","Vladimir","Alistar"
"3253296535","Ranked Solo","Ryze,Olaf,Vladimir,Kai'Sa,Lulu","Gangplank,Trundle,Irelia,Swain,Pyke","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253296535&summonerId=56951349&gameTime=1530090772","Ryze","Olaf","Vladimir","Kai'Sa","Lulu","Gangplank","Trundle","Irelia","Swain","Pyke"
"3253314809","Ranked Solo","Camille,Elise,LeBlanc,Lucian,Braum","Jayce,Graves,Ryze,Kai'Sa,Morgana","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253314809&summonerId=57541180&gameTime=1530090553","Camille","Elise","LeBlanc","Lucian","Braum","Jayce","Graves","Ryze","Kai'Sa","Morgana"
"3253320164","Ranked Solo","Jayce,Nidalee,Yasuo,Graves,Pyke","Dr. Mundo,Xin Zhao,Darius,Karma,Shen","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253320164&summonerId=54692988&gameTime=1530093185","Jayce","Nidalee","Yasuo","Graves","Pyke","Dr. Mundo","Xin Zhao","Darius","Karma","Shen"
"3253320164","Ranked Solo","Jayce,Nidalee,Yasuo,Graves,Pyke","Dr. Mundo,Xin Zhao,Darius,Karma,Shen","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253320164&summonerId=54692988&gameTime=1530093185","Jayce","Nidalee","Yasuo","Graves","Pyke","Dr. Mundo","Xin Zhao","Darius","Karma","Shen"
"3253320164","Ranked Solo","Jayce,Nidalee,Yasuo,Graves,Pyke","Dr. Mundo,Xin Zhao,Darius,Karma,Shen","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253320164&summonerId=57541180&gameTime=1530093185","Jayce","Nidalee","Yasuo","Graves","Pyke","Dr. Mundo","Xin Zhao","Darius","Karma","Shen"
"3253320164","Ranked Solo","Jayce,Nidalee,Yasuo,Graves,Pyke","Dr. Mundo,Xin Zhao,Darius,Karma,Shen","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253320164&summonerId=57541180&gameTime=1530093185","Jayce","Nidalee","Yasuo","Graves","Pyke","Dr. Mundo","Xin Zhao","Darius","Karma","Shen"
"3253358592","Ranked Solo","Darius,Nidalee,LeBlanc,Ezreal,Fiddlesticks","Lissandra,Nocturne,Galio,Swain,Rakan","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253358592&summonerId=66800151&gameTime=1530096785","Darius","Nidalee","LeBlanc","Ezreal","Fiddlesticks","Lissandra","Nocturne","Galio","Swain","Rakan"
"3253360421","Ranked Solo","Kennen,Camille,Aurelion Sol,Rumble,Pyke","Darius,Trundle,LeBlanc,Vladimir,Taliyah","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253360421&summonerId=56951349&gameTime=1530092797","Kennen","Camille","Aurelion Sol","Rumble","Pyke","Darius","Trundle","LeBlanc","Vladimir","Taliyah"
"3253408223","Ranked Solo","Talon,Rakan,Nocturne,Heimerdinger,Kled","Taliyah,Lucian,Pyke,Darius,Renekton","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253408223&summonerId=66800151&gameTime=1530100726","Talon","Rakan","Nocturne","Heimerdinger","Kled","Taliyah","Lucian","Pyke","Darius","Renekton"
"3253454327","Ranked Solo","Swain,Lee Sin,Talon,Vladimir,Pyke","Gangplank,Graves,Zoe,Morgana,Alistar","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253454327&summonerId=66800151&gameTime=1530102969","Swain","Lee Sin","Talon","Vladimir","Pyke","Gangplank","Graves","Zoe","Morgana","Alistar"
"3253492530","Ranked Solo","Yasuo,Pyke,Rumble,Nocturne,Renekton","Swain,Aatrox,Bard,Vladimir,Xin Zhao","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253492530&summonerId=25260179&gameTime=1530105368","Yasuo","Pyke","Rumble","Nocturne","Renekton","Swain","Aatrox","Bard","Vladimir","Xin Zhao"
"3253508751","Ranked Solo","Vladimir,LeBlanc,Camille,Lee Sin,Rakan","Renekton,Kindred,Zoe,Lissandra,Gragas","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253508751&summonerId=25260179&gameTime=1530107438","Vladimir","LeBlanc","Camille","Lee Sin","Rakan","Renekton","Kindred","Zoe","Lissandra","Gragas"
"3253508751","Ranked Solo","Vladimir,LeBlanc,Camille,Lee Sin,Rakan","Renekton,Kindred,Zoe,Lissandra,Gragas","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253508751&summonerId=25260179&gameTime=1530107438","Vladimir","LeBlanc","Camille","Lee Sin","Rakan","Renekton","Kindred","Zoe","Lissandra","Gragas"
"3253508751","Ranked Solo","Vladimir,LeBlanc,Camille,Lee Sin,Rakan","Renekton,Kindred,Zoe,Lissandra,Gragas","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253508751&summonerId=56951349&gameTime=1530107438","Vladimir","LeBlanc","Camille","Lee Sin","Rakan","Renekton","Kindred","Zoe","Lissandra","Gragas"
"3253508751","Ranked Solo","Vladimir,LeBlanc,Camille,Lee Sin,Rakan","Renekton,Kindred,Zoe,Lissandra,Gragas","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253508751&summonerId=56951349&gameTime=1530107438","Vladimir","LeBlanc","Camille","Lee Sin","Rakan","Renekton","Kindred","Zoe","Lissandra","Gragas"
"3253514300","Ranked Solo","Darius,Nocturne,Zoe,Ryze,Soraka","Garen,Sejuani,Talon,Kai'Sa,Pyke","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253514300&summonerId=66800151&gameTime=1530106047","Darius","Nocturne","Zoe","Ryze","Soraka","Garen","Sejuani","Talon","Kai'Sa","Pyke"
"3253514300","Ranked Solo","Darius,Nocturne,Zoe,Ryze,Soraka","Garen,Sejuani,Talon,Kai'Sa,Pyke","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253514300&summonerId=66800151&gameTime=1530106047","Darius","Nocturne","Zoe","Ryze","Soraka","Garen","Sejuani","Talon","Kai'Sa","Pyke"
"3253514300","Ranked Solo","Darius,Nocturne,Zoe,Ryze,Soraka","Garen,Sejuani,Talon,Kai'Sa,Pyke","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253514300&summonerId=54692988&gameTime=1530106047","Darius","Nocturne","Zoe","Ryze","Soraka","Garen","Sejuani","Talon","Kai'Sa","Pyke"
"3253514300","Ranked Solo","Darius,Nocturne,Zoe,Ryze,Soraka","Garen,Sejuani,Talon,Kai'Sa,Pyke","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253514300&summonerId=54692988&gameTime=1530106047","Darius","Nocturne","Zoe","Ryze","Soraka","Garen","Sejuani","Talon","Kai'Sa","Pyke"
"3253523070","Ranked Solo","Dr. Mundo,Lee Sin,LeBlanc,Xayah,Rakan","Jayce,Camille,Swain,Zoe,Pyke","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253523070&summonerId=25260179&gameTime=1530109479","Dr. Mundo","Lee Sin","LeBlanc","Xayah","Rakan","Jayce","Camille","Swain","Zoe","Pyke"
"3253538513","Ranked Solo","Fiora,Jarvan IV,Sion,Morgana,Gragas","Kled,Camille,Twisted Fate,Ezreal,Rakan","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253538513&summonerId=25260179&gameTime=1530114681","Fiora","Jarvan IV","Sion","Morgana","Gragas","Kled","Camille","Twisted Fate","Ezreal","Rakan"
"3253546079","Ranked Solo","Jayce,Taliyah,Lissandra,Varus,Soraka","Poppy,Nocturne,Ryze,Morgana,Fiddlesticks","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253546079&summonerId=25260179&gameTime=1530111788","Jayce","Taliyah","Lissandra","Varus","Soraka","Poppy","Nocturne","Ryze","Morgana","Fiddlesticks"
"3253547051","Ranked Solo","Trundle,Alistar,Swain,Ryze,Renekton","Taliyah,Rakan,Aatrox,Irelia,Darius","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253547051&summonerId=64250795&gameTime=1530112976","Trundle","Alistar","Swain","Ryze","Renekton","Taliyah","Rakan","Aatrox","Irelia","Darius"
"3253547441","Ranked Solo","Alistar,Yasuo,Ryze,Darius,Graves","Taliyah,Talon,Pyke,Kennen,Tristana","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253547441&summonerId=54692988&gameTime=1530113431","Alistar","Yasuo","Ryze","Darius","Graves","Taliyah","Talon","Pyke","Kennen","Tristana"
"3253549788","Ranked Solo","Xin Zhao,Irelia,Lulu,Rumble,Rakan","Alistar,Lucian,Kennen,Skarner,Galio","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253549788&summonerId=56921556&gameTime=1530115367","Xin Zhao","Irelia","Lulu","Rumble","Rakan","Alistar","Lucian","Kennen","Skarner","Galio"
"3253560206","Ranked Solo","Sion,Nocturne,Lucian,Yasuo,Gragas","Jayce,Rakan,Irelia,Kai'Sa,Taliyah","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253560206&summonerId=54692988&gameTime=1530108862","Sion","Nocturne","Lucian","Yasuo","Gragas","Jayce","Rakan","Irelia","Kai'Sa","Taliyah"
"3253566246","Ranked Solo","Ryze,Jayce,Rek'Sai,Rumble,Karma","Taliyah,Irelia,Morgana,Darius,Kai'Sa","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253566246&summonerId=56921556&gameTime=1530112198","Ryze","Jayce","Rek'Sai","Rumble","Karma","Taliyah","Irelia","Morgana","Darius","Kai'Sa"
"3253570761","Ranked Solo","Kled,Taliyah,Jayce,Ezreal,Leona","Cho'Gath,Talon,Ryze,Yasuo,Pyke","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253570761&summonerId=66800151&gameTime=1530115700","Kled","Taliyah","Jayce","Ezreal","Leona","Cho'Gath","Talon","Ryze","Yasuo","Pyke"
"3253580973","Ranked Solo","Nocturne,Jax,Ryze,Talon,Morgana","Xayah,Olaf,Malzahar,Singed,Rakan","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253580973&summonerId=64250795&gameTime=1530116932","Nocturne","Jax","Ryze","Talon","Morgana","Xayah","Olaf","Malzahar","Singed","Rakan"
"3253586121","Ranked Solo","Lucian,Sejuani,Zoe,Irelia,Gragas","Jayce,Taliyah,Syndra,Swain,Pyke","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253586121&summonerId=41913808&gameTime=1530119822","Lucian","Sejuani","Zoe","Irelia","Gragas","Jayce","Taliyah","Syndra","Swain","Pyke"
"3253586121","Ranked Solo","Lucian,Sejuani,Zoe,Irelia,Gragas","Jayce,Taliyah,Syndra,Swain,Pyke","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253586121&summonerId=41913808&gameTime=1530119822","Lucian","Sejuani","Zoe","Irelia","Gragas","Jayce","Taliyah","Syndra","Swain","Pyke"
"3253586121","Ranked Solo","Lucian,Sejuani,Zoe,Irelia,Gragas","Jayce,Taliyah,Syndra,Swain,Pyke","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253586121&summonerId=25260179&gameTime=1530119822","Lucian","Sejuani","Zoe","Irelia","Gragas","Jayce","Taliyah","Syndra","Swain","Pyke"
"3253586121","Ranked Solo","Lucian,Sejuani,Zoe,Irelia,Gragas","Jayce,Taliyah,Syndra,Swain,Pyke","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253586121&summonerId=25260179&gameTime=1530119822","Lucian","Sejuani","Zoe","Irelia","Gragas","Jayce","Taliyah","Syndra","Swain","Pyke"
"3253591024","Ranked Solo","Darius,Camille,Kassadin,Ezreal,Pyke","Gangplank,Aatrox,LeBlanc,Yasuo,Alistar","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253591024&summonerId=54692988&gameTime=1530116107","Darius","Camille","Kassadin","Ezreal","Pyke","Gangplank","Aatrox","LeBlanc","Yasuo","Alistar"
"3253602186","Ranked Solo","Darius,Taliyah,Kassadin,Ryze,Pyke","Gnar,Evelynn,Irelia,Vladimir,Alistar","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253602186&summonerId=25260179&gameTime=1530117698","Darius","Taliyah","Kassadin","Ryze","Pyke","Gnar","Evelynn","Irelia","Vladimir","Alistar"
"3253603339","Ranked Solo","Irelia,Rakan,Yasuo,Ornn,Nocturne","Darius,Gangplank,Gragas,Mordekaiser,Xin Zhao","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253603339&summonerId=54692988&gameTime=1530117671","Irelia","Rakan","Yasuo","Ornn","Nocturne","Darius","Gangplank","Gragas","Mordekaiser","Xin Zhao"
"3253628910","Ranked Solo","Darius,Elise,Ryze,Ezreal,Morgana","Kennen,Graves,Heimerdinger,Yasuo,Pyke","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253628910&summonerId=66800151&gameTime=1530127723","Darius","Elise","Ryze","Ezreal","Morgana","Kennen","Graves","Heimerdinger","Yasuo","Pyke"
"3253644591","Ranked Solo","Kennen,Camille,Talon,Draven,Pyke","Gangplank,Xin Zhao,Ryze,Twitch,Thresh","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253644591&summonerId=36990696&gameTime=1530124395","Kennen","Camille","Talon","Draven","Pyke","Gangplank","Xin Zhao","Ryze","Twitch","Thresh"
"3253659425","Ranked Solo","Poppy,Nocturne,Zed,Swain,Rakan","Darius,Camille,Zoe,Ezreal,Alistar","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253659425&summonerId=64250795&gameTime=1530128073","Poppy","Nocturne","Zed","Swain","Rakan","Darius","Camille","Zoe","Ezreal","Alistar"
"3253661895","Ranked Solo","Galio,Nocturne,Fizz,Jayce,Gragas","Kennen,Kindred,Lissandra,Yasuo,Nautilus","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253661895&summonerId=25260179&gameTime=1530123069","Galio","Nocturne","Fizz","Jayce","Gragas","Kennen","Kindred","Lissandra","Yasuo","Nautilus"
"3253749611","Ranked Solo","Zoe,Graves,Jax,Swain,Shen","Fiora,Xin Zhao,Ekko,Kai'Sa,Pyke","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253749611&summonerId=41913808&gameTime=1530157332","Zoe","Graves","Jax","Swain","Shen","Fiora","Xin Zhao","Ekko","Kai'Sa","Pyke"
"3253796997","Ranked Solo","Fiddlesticks,Lucian,Gragas,Talon,Swain","Rumble,Taliyah,Gnar,Irelia,Rakan","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253796997&summonerId=64250795&gameTime=1530162710","Fiddlesticks","Lucian","Gragas","Talon","Swain","Rumble","Taliyah","Gnar","Irelia","Rakan"
"3253796997","Ranked Solo","Fiddlesticks,Lucian,Gragas,Talon,Swain","Rumble,Taliyah,Gnar,Irelia,Rakan","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253796997&summonerId=64250795&gameTime=1530162710","Fiddlesticks","Lucian","Gragas","Talon","Swain","Rumble","Taliyah","Gnar","Irelia","Rakan"
"3253796997","Ranked Solo","Fiddlesticks,Lucian,Gragas,Talon,Swain","Rumble,Taliyah,Gnar,Irelia,Rakan","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253796997&summonerId=64250795&gameTime=1530162710","Fiddlesticks","Lucian","Gragas","Talon","Swain","Rumble","Taliyah","Gnar","Irelia","Rakan"
"3253796997","Ranked Solo","Fiddlesticks,Lucian,Gragas,Talon,Swain","Rumble,Taliyah,Gnar,Irelia,Rakan","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253796997&summonerId=36990696&gameTime=1530162710","Fiddlesticks","Lucian","Gragas","Talon","Swain","Rumble","Taliyah","Gnar","Irelia","Rakan"
"3253796997","Ranked Solo","Fiddlesticks,Lucian,Gragas,Talon,Swain","Rumble,Taliyah,Gnar,Irelia,Rakan","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253796997&summonerId=36990696&gameTime=1530162710","Fiddlesticks","Lucian","Gragas","Talon","Swain","Rumble","Taliyah","Gnar","Irelia","Rakan"
"3253796997","Ranked Solo","Fiddlesticks,Lucian,Gragas,Talon,Swain","Rumble,Taliyah,Gnar,Irelia,Rakan","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253796997&summonerId=36990696&gameTime=1530162710","Fiddlesticks","Lucian","Gragas","Talon","Swain","Rumble","Taliyah","Gnar","Irelia","Rakan"
"3253796997","Ranked Solo","Fiddlesticks,Lucian,Gragas,Talon,Swain","Rumble,Taliyah,Gnar,Irelia,Rakan","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253796997&summonerId=25260179&gameTime=1530162710","Fiddlesticks","Lucian","Gragas","Talon","Swain","Rumble","Taliyah","Gnar","Irelia","Rakan"
"3253796997","Ranked Solo","Fiddlesticks,Lucian,Gragas,Talon,Swain","Rumble,Taliyah,Gnar,Irelia,Rakan","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253796997&summonerId=25260179&gameTime=1530162710","Fiddlesticks","Lucian","Gragas","Talon","Swain","Rumble","Taliyah","Gnar","Irelia","Rakan"
"3253796997","Ranked Solo","Fiddlesticks,Lucian,Gragas,Talon,Swain","Rumble,Taliyah,Gnar,Irelia,Rakan","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253796997&summonerId=25260179&gameTime=1530162710","Fiddlesticks","Lucian","Gragas","Talon","Swain","Rumble","Taliyah","Gnar","Irelia","Rakan"
"3253813666","Ranked Solo","Irelia,Jarvan IV,Tahm Kench,Urgot,Swain","Renekton,Darius,Graves,Gragas,Yasuo","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253813666&summonerId=64250795&gameTime=1530160358","Irelia","Jarvan IV","Tahm Kench","Urgot","Swain","Renekton","Darius","Graves","Gragas","Yasuo"
"3253826347","Ranked Solo","Trundle,Camille,LeBlanc,Ryze,Alistar","Dr. Mundo,Nocturne,Katarina,Yasuo,Rakan","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253826347&summonerId=64250795&gameTime=1530168027","Trundle","Camille","LeBlanc","Ryze","Alistar","Dr. Mundo","Nocturne","Katarina","Yasuo","Rakan"
"3253830287","Ranked Solo","Anivia,Gragas,Pyke,Yasuo,Camille","Dr. Mundo,Swain,Sejuani,Talon,Alistar","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253830287&summonerId=36990696&gameTime=1530164888","Anivia","Gragas","Pyke","Yasuo","Camille","Dr. Mundo","Swain","Sejuani","Talon","Alistar"
"3253830287","Ranked Solo","Anivia,Gragas,Pyke,Yasuo,Camille","Dr. Mundo,Swain,Sejuani,Talon,Alistar","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253830287&summonerId=36990696&gameTime=1530164888","Anivia","Gragas","Pyke","Yasuo","Camille","Dr. Mundo","Swain","Sejuani","Talon","Alistar"
"3253830287","Ranked Solo","Anivia,Gragas,Pyke,Yasuo,Camille","Dr. Mundo,Swain,Sejuani,Talon,Alistar","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253830287&summonerId=25260179&gameTime=1530164888","Anivia","Gragas","Pyke","Yasuo","Camille","Dr. Mundo","Swain","Sejuani","Talon","Alistar"
"3253830287","Ranked Solo","Anivia,Gragas,Pyke,Yasuo,Camille","Dr. Mundo,Swain,Sejuani,Talon,Alistar","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253830287&summonerId=25260179&gameTime=1530164888","Anivia","Gragas","Pyke","Yasuo","Camille","Dr. Mundo","Swain","Sejuani","Talon","Alistar"
"3253841656","Ranked Solo","Ezreal,Pyke,Taliyah,Lucian,Katarina","Gangplank,Trundle,Yasuo,Rakan,Kai'Sa","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253841656&summonerId=64250795&gameTime=1530166010","Ezreal","Pyke","Taliyah","Lucian","Katarina","Gangplank","Trundle","Yasuo","Rakan","Kai'Sa"
"3253856086","Ranked Solo","Zoe,Fiddlesticks,Lucian,Singed,Camille","Xayah,Ryze,Zilean,Irelia,Trundle","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253856086&summonerId=66800151&gameTime=1530168059","Zoe","Fiddlesticks","Lucian","Singed","Camille","Xayah","Ryze","Zilean","Irelia","Trundle"
"3253900027","Ranked Solo","Darius,Nocturne,LeBlanc,Vladimir,Morgana","Jax,Sejuani,Lulu,Ryze,Soraka","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253900027&summonerId=64250795&gameTime=1530169883","Darius","Nocturne","LeBlanc","Vladimir","Morgana","Jax","Sejuani","Lulu","Ryze","Soraka"
"3253908269","Ranked Solo","Darius,Taliyah,Irelia,Ryze,Malzahar","Vladimir,Nidalee,Kled,Morgana,Gragas","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253908269&summonerId=36990696&gameTime=1530173398","Darius","Taliyah","Irelia","Ryze","Malzahar","Vladimir","Nidalee","Kled","Morgana","Gragas"
"3253917240","Ranked Solo","Irelia,Darius,Ornn,Rek'Sai,Mordekaiser","Sejuani,Renekton,Vladimir,Pyke,Zoe","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253917240&summonerId=41913808&gameTime=1530173740","Irelia","Darius","Ornn","Rek'Sai","Mordekaiser","Sejuani","Renekton","Vladimir","Pyke","Zoe"
"3253937087","Ranked Solo","Tahm Kench,Nocturne,Jayce,Darius,Ekko","Camille,Alistar,Lulu,Poppy,Yasuo","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3253937087&summonerId=41913808&gameTime=1530175957","Tahm Kench","Nocturne","Jayce","Darius","Ekko","Camille","Alistar","Lulu","Poppy","Yasuo"
"3254046294","Ranked Solo","Irelia,Sejuani,Quinn,Kai'Sa,Rakan","Darius,Camille,Talon,Vladimir,Morgana","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3254046294&summonerId=64250795&gameTime=1530182858","Irelia","Sejuani","Quinn","Kai'Sa","Rakan","Darius","Camille","Talon","Vladimir","Morgana"
"3254051398","Ranked Solo","Darius,Trundle,Swain,Lucian,Alistar","Kled,Lulu,Nidalee,Tahm Kench,Irelia","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3254051398&summonerId=64250795&gameTime=1530180654","Darius","Trundle","Swain","Lucian","Alistar","Kled","Lulu","Nidalee","Tahm Kench","Irelia"
"3254057438","Ranked Solo","Dr. Mundo,Gragas,LeBlanc,Yasuo,Pyke","Ryze,Xin Zhao,Aurelion Sol,Lucian,Taliyah","0","http://www.op.gg/summoner/matches/ajax/detail/gameId=3254057438&summonerId=25260179&gameTime=1530183468","Dr. Mundo","Gragas","LeBlanc","Yasuo","Pyke","Ryze","Xin Zhao","Aurelion Sol","Lucian","Taliyah"
"3254064445","Ranked Solo","Alistar,Ryze,Gragas,Gangplank,Irelia","Aatrox,Talon,Sejuani,Xayah,Rakan","1","http://www.op.gg/summoner/matches/ajax/detail/gameId=3254064445&summonerId=66800151&gameTime=1530182496","Alistar","Ryze","Gragas","Gangplank","Irelia","Aatrox","Talon","Sejuani","Xayah","Rakan"
